product_id,product_category_name,total_revenue,total_profit,total_orders,profit_margin_pct
PROD_00132,furniture,82341.99,71711.72,54,87.09
PROD_00133,beauty_perfumery,6078.13,5255.5,45,86.47
PROD_00134,clothing_accessories,7549.33,6682.5,34,88.52
PROD_00135,furniture,49060.75,42054.68,29,85.72
PROD_00136,home_decor,15088.01,13516.82,55,89.59
PROD_00137,electronics,64357.62,56111.95,47,87.19
PROD_00138,books,2659.3,2302.91,32,86.6
PROD_00139,electronics,66915.1,58351.7,51,87.2
PROD_00140,clothing_accessories,9918.82,8693.75,46,87.65
PROD_00141,kitchen_utilities,9704.31,8497.93,40,87.57
PROD_00142,books,2778.83,2345.21,40,84.4
PROD_00143,furniture,91621.56,80514.47,55,87.88
PROD_00144,home_decor,18942.55,16701.62,59,88.17
PROD_00145,home_decor,12817.51,11170.79,37,87.15
PROD_00146,books,4070.41,3458.03,52,84.96
PROD_00147,toys_games,6674.26,5772.03,37,86.48
PROD_00148,beauty_perfumery,9639.03,8392.68,59,87.07
PROD_00149,stationery,2373.15,1971.39,42,83.07
PROD_00150,baby_products,6722.75,5803.94,47,86.33
PROD_00151,home_decor,12653.98,10920.8,40,86.3
PROD_00152,health_wellness,9200.92,7989.45,44,86.83
PROD_00153,beauty_perfumery,6028.48,5317.67,36,88.21
PROD_00154,beauty_perfumery,8491.77,7332.22,54,86.35
PROD_00155,electronics,63924.22,55924.36,53,87.49
PROD_00156,beauty_perfumery,5788.7699999999995,5092.44,36,87.97
PROD_00157,garden_tools,12665.6,11055.49,47,87.29
PROD_00158,kitchen_utilities,11477.18,9979.2,40,86.95
PROD_00159,kitchen_utilities,12697.69,11161.42,51,87.9
PROD_00160,electronics,51091.85,44804.82,39,87.69
PROD_00161,home_decor,12397.65,10937.38,40,88.22
PROD_00162,clothing_accessories,11413.92,9877.36,48,86.54
PROD_00163,clothing_accessories,9200.39,8189.24,45,89.01
PROD_00164,beauty_perfumery,6296.16,5450.44,41,86.57
PROD_00165,home_decor,13511.43,11915.01,45,88.18
PROD_00166,beauty_perfumery,6466.04,5718.18,38,88.43
PROD_00167,sports_leisure,23295.399999999998,20279.96,56,87.06
PROD_00168,clothing_accessories,10557.27,9312.58,45,88.21
PROD_00169,electronics,55445.89,47951.49,41,86.48
PROD_00170,automotive,27631.91,24178.93,43,87.5
PROD_00171,electronics,49963.63,43515.44,39,87.09
PROD_00172,electronics,64933.71,57158.21,44,88.03
PROD_00173,health_wellness,11388.12,9926.42,55,87.16
PROD_00174,pet_supplies,5930.29,5225.15,43,88.11
PROD_00175,toys_games,8161.26,7136.81,46,87.45
PROD_00176,electronics,55283.59,47969.04,46,86.77
PROD_00177,clothing_accessories,10874.79,9445.08,49,86.85
PROD_00178,stationery,3088.31,2602.89,53,84.28
PROD_00179,kitchen_utilities,12274.75,10911.9,46,88.9
PROD_00180,beauty_perfumery,6309.73,5482.41,40,86.89
PROD_00181,clothing_accessories,11229.47,9796.2,48,87.24
PROD_00182,electronics,43021.54,37761.56,33,87.77
PROD_00183,electronics,55169.82,48618.75,46,88.13
PROD_00184,furniture,74203.41,64978.76,49,87.57
PROD_00185,electronics,53726.55,46824.159999999996,39,87.15
PROD_00186,pet_supplies,5873.9,5083.21,45,86.54
PROD_00187,clothing_accessories,9711.69,8420.6,47,86.71
PROD_00188,books,4391.47,3778.57,50,86.04
PROD_00189,electronics,49662.52,42749.04,40,86.08
PROD_00190,beauty_perfumery,7354.12,6298.04,42,85.64
PROD_00191,electronics,73141.06,63783.14,55,87.21
PROD_00192,toys_games,8650.38,7463.31,46,86.28
PROD_00193,beauty_perfumery,7836.4,6863.21,50,87.58
PROD_00194,electronics,66775.06,58158.909999999996,52,87.1
PROD_00195,health_wellness,12761.78,11149.0,56,87.36
PROD_00196,beauty_perfumery,7403.42,6540.42,47,88.34
PROD_00197,garden_tools,13833.65,12173.210000000001,46,88.0
PROD_00198,garden_tools,15237.65,13205.07,47,86.66
PROD_00199,garden_tools,16182.53,14145.98,49,87.42
PROD_00200,electronics,79666.93,69196.94,54,86.86
PROD_00201,electronics,63694.92,55154.36,47,86.59
PROD_00202,pet_supplies,6503.9,5692.87,50,87.53
PROD_00203,sports_leisure,26412.03,23086.3,61,87.41
PROD_00204,clothing_accessories,9703.47,8526.42,42,87.87
PROD_00205,toys_games,6473.4400000000005,5693.77,35,87.96
PROD_00206,clothing_accessories,7285.15,6409.41,29,87.98
PROD_00207,toys_games,7985.97,6994.49,44,87.58
PROD_00208,health_wellness,9005.22,7871.91,41,87.41
PROD_00209,kitchen_utilities,14168.72,12291.18,51,86.75
PROD_00210,clothing_accessories,9547.13,8384.21,42,87.82
PROD_00211,home_decor,17732.06,15426.85,54,87.0
PROD_00212,home_decor,15604.84,13832.47,47,88.64
PROD_00213,sports_leisure,18122.73,15684.44,44,86.55
PROD_00214,electronics,77199.81,67775.12,51,87.79
PROD_00215,sports_leisure,18533.1,16251.83,43,87.69
PROD_00216,beauty_perfumery,7156.22,6301.7,47,88.06
PROD_00217,beauty_perfumery,5812.23,5067.85,40,87.19
PROD_00218,kitchen_utilities,16492.3,14562.41,59,88.3
PROD_00219,beauty_perfumery,5998.94,5237.13,39,87.3
PROD_00220,clothing_accessories,7114.71,6299.81,32,88.55
PROD_00221,books,3003.51,2538.29,40,84.51
PROD_00222,kitchen_utilities,11693.630000000001,10194.48,42,87.18
PROD_00223,clothing_accessories,9215.04,8085.92,39,87.75
PROD_00224,furniture,59967.69,52887.05,43,88.19
PROD_00225,electronics,52373.3,45127.6,43,86.17
PROD_00226,home_decor,11418.23,9840.28,46,86.18
PROD_00227,garden_tools,15377.28,13537.47,45,88.04
PROD_00228,garden_tools,16268.66,14143.04,49,86.93
PROD_00229,beauty_perfumery,6414.86,5532.59,46,86.25
PROD_00230,books,3529.46,3043.44,45,86.23
PROD_00231,health_wellness,11044.95,9654.84,52,87.41
PROD_00232,baby_products,8106.97,6993.19,54,86.26
PROD_00233,sports_leisure,17497.87,15137.78,46,86.51
PROD_00234,beauty_perfumery,6276.83,5513.71,46,87.84
PROD_00235,home_decor,12400.59,10904.6,41,87.94
PROD_00236,electronics,56559.01,49151.97,42,86.9
PROD_00237,sports_leisure,16511.11,14707.15,38,89.07
PROD_00238,kitchen_utilities,7130.21,6212.1,30,87.12
PROD_00239,kitchen_utilities,12925.58,11074.83,49,85.68
PROD_00240,automotive,19765.24,17263.39,35,87.34
PROD_00241,electronics,51193.36,44750.26,40,87.41
PROD_00242,beauty_perfumery,6009.16,5205.02,34,86.62
PROD_00243,electronics,64431.9,56665.25,52,87.95
PROD_00244,clothing_accessories,10852.54,9463.14,50,87.2
PROD_00245,garden_tools,13713.33,12064.64,39,87.98
PROD_00246,sports_leisure,21211.43,18456.94,47,87.01
PROD_00247,toys_games,7626.08,6730.75,41,88.26
PROD_00248,electronics,67552.83,59076.99,50,87.45
PROD_00249,home_decor,15483.02,13480.91,45,87.07
PROD_00250,books,3636.57,3126.66,46,85.98
PROD_00251,electronics,57462.43,50702.67,46,88.24
PROD_00252,home_decor,17435.4,15167.17,48,86.99
PROD_00253,electronics,56697.36,50107.05,45,88.38
PROD_00254,furniture,58293.0,51020.37,34,87.52
PROD_00255,stationery,2486.98,2090.18,42,84.04
PROD_00256,health_wellness,11083.05,9512.84,48,85.83
PROD_00257,stationery,2123.08,1778.47,37,83.77
PROD_00258,health_wellness,10923.67,9457.12,55,86.57
PROD_00259,health_wellness,12311.96,10744.17,47,87.27
PROD_00260,beauty_perfumery,6163.37,5344.25,39,86.71
PROD_00261,beauty_perfumery,6911.38,6098.75,38,88.24
PROD_00262,home_decor,8282.62,7278.55,34,87.88
PROD_00263,kitchen_utilities,10273.02,9018.91,40,87.79
PROD_00264,clothing_accessories,9614.49,8490.21,40,88.31
PROD_00265,electronics,64311.57,55590.94,48,86.44
PROD_00266,baby_products,7796.33,6832.41,52,87.64
PROD_00267,electronics,47399.09,41868.72,38,88.33
PROD_00268,stationery,2556.62,2083.12,48,81.48
PROD_00269,toys_games,8821.41,7694.91,52,87.23
PROD_00270,home_decor,19486.86,17055.38,56,87.52
PROD_00271,books,4164.29,3521.21,50,84.56
PROD_00272,kitchen_utilities,14737.51,12801.43,53,86.86
PROD_00273,clothing_accessories,8263.26,7241.04,39,87.63
PROD_00274,kitchen_utilities,12767.1,11041.02,48,86.48
PROD_00275,kitchen_utilities,12315.4,10750.71,54,87.29
PROD_00276,clothing_accessories,11487.92,10045.24,54,87.44
PROD_00277,electronics,48251.11,42003.37,40,87.05
PROD_00278,clothing_accessories,7817.29,6894.98,38,88.2
PROD_00279,clothing_accessories,11085.82,9778.42,52,88.21
PROD_00280,electronics,67520.56,59131.07,47,87.57
PROD_00281,toys_games,6708.9400000000005,5781.44,32,86.18
PROD_00282,home_decor,17117.8,14966.39,53,87.43
PROD_00283,automotive,34902.84,30657.83,59,87.84
PROD_00284,clothing_accessories,7465.18,6469.67,35,86.66
PROD_00285,sports_leisure,22511.12,19648.42,60,87.28
PROD_00286,furniture,85398.0,74680.33,50,87.45
PROD_00287,automotive,28039.89,24458.35,40,87.23
PROD_00288,beauty_perfumery,8112.64,6997.23,50,86.25
PROD_00289,home_decor,11946.65,10486.55,34,87.78
PROD_00290,automotive,30966.93,27086.35,50,87.47
PROD_00291,clothing_accessories,7547.12,6601.69,35,87.47
PROD_00292,electronics,61436.98,53971.78,48,87.85
PROD_00293,sports_leisure,13082.3,11390.03,34,87.06
PROD_00294,kitchen_utilities,10991.88,9659.57,42,87.88
PROD_00295,electronics,65874.51,57790.11,47,87.73
PROD_00296,beauty_perfumery,9378.23,8109.75,56,86.47
PROD_00297,furniture,85028.77,75166.86,54,88.4
PROD_00298,garden_tools,16517.05,14622.08,51,88.53
PROD_00299,clothing_accessories,9365.800000000001,8158.18,43,87.11
PROD_00300,clothing_accessories,10165.41,8840.94,45,86.97
PROD_00301,sports_leisure,19706.69,17475.33,49,88.68
PROD_00302,home_decor,9346.23,8195.17,32,87.68
PROD_00303,toys_games,7257.33,6225.29,42,85.78
PROD_00304,furniture,58853.59,51133.2,34,86.88
PROD_00305,toys_games,11181.25,9825.210000000001,55,87.87
PROD_00306,health_wellness,10967.82,9639.02,48,87.88
PROD_00307,garden_tools,14688.7,12859.59,42,87.55
PROD_00308,sports_leisure,23662.7,20667.69,51,87.34
PROD_00309,pet_supplies,4710.63,4061.79,38,86.23
PROD_00310,clothing_accessories,8604.27,7494.41,39,87.1
PROD_00311,books,3527.98,3048.61,42,86.41
PROD_00312,beauty_perfumery,4951.31,4290.97,31,86.66
PROD_00313,kitchen_utilities,12121.41,10749.33,45,88.68
PROD_00314,sports_leisure,18539.51,16349.02,44,88.18
PROD_00315,kitchen_utilities,13263.56,11657.62,44,87.89
PROD_00316,baby_products,9112.19,7893.57,64,86.63
PROD_00317,toys_games,8958.44,7793.58,52,87.0
PROD_00318,kitchen_utilities,11580.33,10044.59,41,86.74
PROD_00319,electronics,46504.14,40240.71,39,86.53
PROD_00320,clothing_accessories,8655.75,7593.41,43,87.73
PROD_00321,stationery,2519.17,2116.14,44,84.0
PROD_00322,books,2943.07,2496.87,37,84.84
PROD_00323,beauty_perfumery,10137.8,8925.61,57,88.04
PROD_00324,home_decor,11632.87,10185.73,40,87.56
PROD_00325,electronics,59397.61,52511.41,47,88.41
PROD_00326,home_decor,14811.88,13079.34,46,88.3
PROD_00327,sports_leisure,19096.88,16683.25,45,87.36
PROD_00328,clothing_accessories,11042.79,9624.07,53,87.15
PROD_00329,electronics,59525.84,51937.71,40,87.25
PROD_00330,sports_leisure,18223.03,15807.22,39,86.74
PROD_00331,beauty_perfumery,9647.28,8364.7,64,86.71
PROD_00332,clothing_accessories,7300.82,6338.21,36,86.82
PROD_00333,beauty_perfumery,8882.18,7778.9,53,87.58
PROD_00334,garden_tools,10788.35,9387.29,37,87.01
PROD_00335,sports_leisure,15089.7,13173.53,38,87.3
PROD_00336,health_wellness,11496.28,9816.65,52,85.39
PROD_00337,garden_tools,13720.81,12081.39,45,88.05
PROD_00338,electronics,43990.95,38066.24,36,86.53
PROD_00339,electronics,50239.59,44094.96,43,87.77
PROD_00340,sports_leisure,19757.27,17200.57,51,87.06
PROD_00341,beauty_perfumery,7605.45,6686.66,48,87.92
PROD_00342,sports_leisure,18380.69,16033.87,48,87.23
PROD_00343,home_decor,13966.93,12314.96,50,88.17
PROD_00344,furniture,71933.88,62953.12,42,87.52
PROD_00345,electronics,67426.23,59234.44,51,87.85
PROD_00346,stationery,1700.54,1385.72,34,81.49
PROD_00347,clothing_accessories,8216.02,7221.99,35,87.9
PROD_00348,garden_tools,12458.34,10609.49,42,85.16
PROD_00349,electronics,38005.14,33367.28,28,87.8
PROD_00350,clothing_accessories,8951.89,7733.0599999999995,45,86.38
PROD_00351,clothing_accessories,7811.47,6933.41,40,88.76
PROD_00352,pet_supplies,5083.18,4431.21,42,87.17
PROD_00353,electronics,50682.62,44892.659999999996,42,88.58
PROD_00354,furniture,53383.14,47183.94,28,88.39
PROD_00355,automotive,30221.26,26553.51,51,87.86
PROD_00356,books,2826.92,2449.9700000000003,35,86.67
PROD_00357,home_decor,18469.71,16270.29,56,88.09
PROD_00358,baby_products,6359.75,5548.09,41,87.24
PROD_00359,automotive,33494.18,28986.06,56,86.54
PROD_00360,sports_leisure,23334.17,20328.26,52,87.12
PROD_00361,beauty_perfumery,5785.31,5084.44,34,87.89
PROD_00362,stationery,1807.56,1473.16,36,81.5
PROD_00363,pet_supplies,5413.87,4681.7,41,86.48
PROD_00364,sports_leisure,18477.81,15968.32,50,86.42
PROD_00365,health_wellness,9379.1,8181.57,43,87.23
PROD_00366,clothing_accessories,10953.4,9557.14,49,87.25
PROD_00367,home_decor,13411.119999999999,11783.27,49,87.86
PROD_00368,electronics,58782.41,51097.45,44,86.93
PROD_00369,clothing_accessories,7757.3,6878.21,38,88.67
PROD_00370,furniture,71725.52,63493.74,42,88.52
PROD_00371,beauty_perfumery,7343.51,6395.86,44,87.1
PROD_00372,clothing_accessories,9530.08,8252.62,47,86.6
PROD_00373,home_decor,13262.960000000001,11611.2,44,87.55
PROD_00374,home_decor,9101.15,8069.09,28,88.66
PROD_00375,pet_supplies,5440.95,4677.14,44,85.96
PROD_00376,health_wellness,9844.14,8673.84,50,88.11
PROD_00377,home_decor,10491.89,9216.11,39,87.84
PROD_00378,garden_tools,14755.55,13081.17,40,88.65
PROD_00379,home_decor,14182.43,12400.619999999999,51,87.44
PROD_00380,books,3329.98,2830.69,44,85.01
PROD_00381,stationery,2575.75,2181.16,43,84.68
PROD_00382,home_decor,11377.34,9849.32,38,86.57
PROD_00383,books,3736.25,3216.69,44,86.09
PROD_00384,clothing_accessories,10103.21,8896.82,46,88.06
PROD_00385,clothing_accessories,10865.23,9391.51,51,86.44
PROD_00386,beauty_perfumery,6750.76,5939.98,37,87.99
PROD_00387,stationery,2922.73,2487.66,48,85.11
PROD_00388,sports_leisure,19677.36,17154.53,47,87.18
PROD_00389,baby_products,7844.66,6799.09,49,86.67
PROD_00390,garden_tools,15701.94,13954.75,48,88.87
PROD_00391,clothing_accessories,9506.95,8330.05,43,87.62
PROD_00392,home_decor,14499.47,12564.64,54,86.66
PROD_00393,furniture,58787.33,51841.47,36,88.18
PROD_00394,beauty_perfumery,5707.41,5058.17,38,88.62
PROD_00395,electronics,39107.13,34315.44,28,87.75
PROD_00396,pet_supplies,7307.95,6382.18,56,87.33
PROD_00397,toys_games,12207.58,10716.37,60,87.78
PROD_00398,sports_leisure,22700.95,20045.13,49,88.3
PROD_00399,furniture,81586.43,71633.06999999999,45,87.8
PROD_00400,electronics,39182.63,34120.35,31,87.08
PROD_00401,sports_leisure,19096.5,16799.89,44,87.97
PROD_00402,baby_products,6783.01,5878.04,41,86.66
PROD_00403,automotive,30600.47,26923.05,47,87.98
PROD_00404,home_decor,12669.58,11043.05,44,87.16
PROD_00405,beauty_perfumery,7794.4,6805.4,50,87.31
PROD_00406,books,3145.59,2692.12,38,85.58
PROD_00407,home_decor,13001.0,11314.33,43,87.03
PROD_00408,electronics,60460.63,53318.12,50,88.19
PROD_00409,sports_leisure,18400.12,16281.55,47,88.49
PROD_00410,furniture,56411.69,49353.31,36,87.49
PROD_00411,electronics,58403.89,51250.55,42,87.75
PROD_00412,electronics,62511.36,54805.91,38,87.67
PROD_00413,clothing_accessories,8644.51,7524.63,43,87.05
PROD_00414,home_decor,13530.52,11751.710000000001,44,86.85
PROD_00415,beauty_perfumery,7986.9,6990.2,49,87.52
PROD_00416,clothing_accessories,9505.89,8340.73,46,87.74
PROD_00417,clothing_accessories,7692.26,6641.37,35,86.34
PROD_00418,automotive,23741.59,20506.21,37,86.37
PROD_00419,electronics,44934.83,38904.72,38,86.58
PROD_00420,sports_leisure,22210.15,19379.32,52,87.25
PROD_00421,baby_products,7067.4,6159.51,43,87.15
PROD_00422,furniture,56298.82,49488.19,41,87.9
PROD_00423,books,3260.94,2827.42,39,86.71
PROD_00424,sports_leisure,16401.46,14527.2,38,88.57
PROD_00425,electronics,78129.51,67027.96,55,85.79
PROD_00426,furniture,79896.87,69832.5,51,87.4
PROD_00427,furniture,52603.979999999996,45914.24,36,87.28
PROD_00428,electronics,52860.96,46540.6,40,88.04
PROD_00429,sports_leisure,16668.34,14446.9,40,86.67
PROD_00430,garden_tools,17639.47,15369.17,53,87.13
PROD_00431,clothing_accessories,11277.1,9853.32,48,87.37
PROD_00432,sports_leisure,14996.87,13326.1,39,88.86
PROD_00433,sports_leisure,23069.52,20401.74,51,88.44
PROD_00434,kitchen_utilities,10801.96,9374.4,42,86.78
PROD_00435,health_wellness,11315.5,9918.03,43,87.65
PROD_00436,toys_games,7421.2,6388.58,42,86.09
PROD_00437,home_decor,10680.75,9319.2,37,87.25
PROD_00438,electronics,58317.61,52150.83,42,89.43
PROD_00439,home_decor,15737.3,13786.57,48,87.6
PROD_00440,books,4044.34,3525.45,47,87.17
PROD_00441,books,4042.53,3479.81,49,86.08
PROD_00442,stationery,1961.85,1637.93,35,83.49
PROD_00443,sports_leisure,26209.8,23232.88,62,88.64
PROD_00444,furniture,70983.41,62064.87,45,87.44
PROD_00445,beauty_perfumery,8166.56,7093.62,49,86.86
PROD_00446,electronics,45351.71,39784.65,40,87.72
PROD_00447,sports_leisure,15387.54,13384.83,37,86.98
PROD_00448,beauty_perfumery,6641.16,5772.5,44,86.92
PROD_00449,baby_products,6699.78,5765.74,43,86.06
PROD_00450,home_decor,14828.960000000001,12941.92,41,87.27
PROD_00451,pet_supplies,5518.18,4839.91,38,87.71
PROD_00452,beauty_perfumery,6539.26,5663.29,39,86.6
PROD_00453,clothing_accessories,8122.96,7083.7,38,87.21
PROD_00454,clothing_accessories,12175.85,10697.78,47,87.86
PROD_00455,electronics,57239.71,50082.78,47,87.5
PROD_00456,sports_leisure,14949.72,12962.39,37,86.71
PROD_00457,electronics,59883.13,52119.4,41,87.04
PROD_00458,sports_leisure,16522.92,14311.86,38,86.62
PROD_00459,pet_supplies,4701.83,4020.02,36,85.5
PROD_00460,books,4221.46,3673.17,49,87.01
PROD_00461,toys_games,6885.27,5969.17,41,86.69
PROD_00462,electronics,66907.65,58684.88,49,87.71
PROD_00463,sports_leisure,18324.2,16022.09,41,87.44
PROD_00464,clothing_accessories,9855.44,8630.369999999999,47,87.57
PROD_00465,automotive,23484.59,20438.54,32,87.03
PROD_00466,clothing_accessories,7519.06,6494.48,35,86.37
PROD_00467,sports_leisure,14797.16,12857.97,33,86.89
PROD_00468,beauty_perfumery,8544.64,7470.91,53,87.43
PROD_00469,beauty_perfumery,7176.77,6254.45,49,87.15
PROD_00470,health_wellness,8715.55,7559.11,42,86.73
PROD_00471,clothing_accessories,9711.94,8410.01,43,86.59
PROD_00472,home_decor,11340.07,9874.44,41,87.08
PROD_00473,kitchen_utilities,12346.74,10966.86,45,88.82
PROD_00474,beauty_perfumery,9033.05,8047.84,54,89.09
PROD_00475,home_decor,19524.77,16996.61,54,87.05
PROD_00476,electronics,71519.36,62926.01,54,87.98
