customer_id,total_orders,total_revenue,total_freight,total_profit,avg_order_value,first_order,last_order,recency_days,customer_lifetime_days,customer_segment
CUST_000039,10,10694.82,1363.05,9331.77,712.9879999999999,2022-08-17 14:00:00,2023-12-05 16:00:00,25,475,Loyal
CUST_000040,8,9400.240000000002,1258.48,8141.759999999999,626.6826666666668,2022-02-27 17:00:00,2023-10-13 12:00:00,78,592,Loyal
CUST_000041,4,3258.46,482.2099999999999,2776.25,543.0766666666667,2023-01-17 22:00:00,2023-12-02 07:00:00,28,318,Active
CUST_000042,11,7216.22,973.32,6242.9,343.62952380952385,2022-04-03 07:00:00,2023-10-16 18:00:00,75,561,Loyal
CUST_000043,7,5760.99,880.3199999999999,4880.67,411.4992857142857,2022-01-06 09:00:00,2023-10-21 15:00:00,70,653,Loyal
CUST_000044,13,14504.21,1998.42,12505.79,725.2104999999999,2022-05-29 20:00:00,2023-10-30 07:00:00,61,518,Loyal
CUST_000045,10,8852.37,886.09,7966.28,421.5414285714286,2022-05-14 04:00:00,2023-10-11 15:00:00,80,515,Loyal
CUST_000046,10,5204.1900000000005,685.53,4518.66,371.7278571428572,2022-09-16 11:00:00,2023-12-11 15:00:00,19,451,Loyal
CUST_000047,9,7681.56,1039.1399999999999,6642.42,698.3236363636364,2022-10-22 21:00:00,2023-12-08 15:00:00,22,411,Loyal
CUST_000048,4,1815.29,267.57,1547.72,302.54833333333335,2022-03-26 17:00:00,2023-09-22 18:00:00,99,545,Active
CUST_000049,8,10370.94,1423.16,8947.779999999999,576.1633333333334,2022-04-22 22:00:00,2023-07-30 05:00:00,153,463,Loyal
CUST_000050,7,10670.15,1328.3899999999999,9341.76,762.1535714285714,2022-02-25 16:00:00,2023-12-23 04:00:00,7,665,Loyal
CUST_000051,9,10375.04,1355.69,9019.35,691.6693333333334,2022-01-27 07:00:00,2023-07-30 09:00:00,153,549,Loyal
CUST_000052,8,4518.83,646.76,3872.0699999999997,564.85375,2022-03-03 17:00:00,2023-11-29 07:00:00,31,635,Loyal
CUST_000053,8,2970.53,369.86,2600.67,247.54416666666668,2022-11-28 01:00:00,2023-12-29 23:00:00,1,396,Loyal
CUST_000054,8,8801.27,948.0699999999999,7853.2,733.4391666666667,2022-03-19 16:00:00,2023-10-27 23:00:00,64,587,Loyal
CUST_000055,13,11563.89,1155.91,10407.98,578.1945,2022-02-17 15:00:00,2023-10-21 21:00:00,70,611,Loyal
CUST_000056,12,11501.76,1232.55,10269.210000000001,676.5741176470589,2022-06-27 19:00:00,2023-09-25 04:00:00,96,454,Loyal
CUST_000057,6,3031.06,389.78999999999996,2641.27,378.8825,2022-01-20 04:00:00,2023-10-27 13:00:00,64,645,Loyal
CUST_000058,11,8559.2,1015.0,7544.2,534.95,2022-07-23 13:00:00,2023-12-05 02:00:00,25,499,Loyal
CUST_000059,6,3889.98,550.21,3339.77,353.63454545454545,2023-03-29 08:00:00,2023-12-27 05:00:00,3,272,Loyal
CUST_000060,14,10155.97,1525.75,8630.22,441.56391304347824,2022-03-01 18:00:00,2023-12-09 12:00:00,21,647,Loyal
CUST_000061,3,620.68,89.13,531.55,155.17,2022-08-13 08:00:00,2023-12-27 14:00:00,3,501,Active
CUST_000062,10,6505.65,873.5,5632.15,406.603125,2022-02-28 09:00:00,2023-10-01 18:00:00,90,580,Loyal
CUST_000063,10,6542.49,879.6,5662.889999999999,545.2075,2022-04-12 22:00:00,2023-12-25 01:00:00,5,621,Loyal
CUST_000064,10,7852.6900000000005,914.15,6938.54,523.5126666666667,2022-02-21 12:00:00,2023-12-15 08:00:00,15,661,Loyal
CUST_000065,7,2692.84,370.2,2322.64,299.20444444444445,2022-07-28 01:00:00,2023-09-03 03:00:00,118,402,Loyal
CUST_000066,12,5351.46,835.4,4516.0599999999995,267.573,2022-03-02 06:00:00,2023-08-08 05:00:00,144,523,Loyal
CUST_000067,11,11938.119999999999,1369.89,10568.23,746.1324999999999,2022-07-29 08:00:00,2023-11-27 20:00:00,33,486,Loyal
CUST_000068,7,7873.46,1246.18,6627.28,874.8288888888889,2022-05-29 22:00:00,2023-11-29 11:00:00,31,548,Loyal
CUST_000069,15,7817.68,824.71,6992.97,459.8635294117647,2022-03-12 14:00:00,2023-10-19 06:00:00,72,585,Loyal
CUST_000070,6,5607.91,602.59,5005.32,373.86066666666665,2022-03-11 23:00:00,2023-06-04 00:00:00,210,449,Loyal
CUST_000071,9,7909.72,1062.87,6846.85,659.1433333333333,2022-01-06 23:00:00,2023-10-23 22:00:00,68,654,Loyal
CUST_000072,3,1162.79,166.01,996.78,290.6975,2022-01-15 23:00:00,2022-06-11 19:00:00,567,146,Active
CUST_000073,7,3822.13,458.37,3363.76,347.46636363636367,2022-01-20 15:00:00,2023-12-14 09:00:00,16,692,Loyal
CUST_000074,9,3328.94,341.76,2987.18,256.0723076923077,2022-08-15 07:00:00,2023-12-02 14:00:00,28,474,Loyal
CUST_000075,9,4486.77,556.91,3929.8599999999997,345.1361538461539,2022-03-08 22:00:00,2023-12-30 14:00:00,0,661,Loyal
CUST_000076,8,6955.33,715.3199999999999,6240.01,496.8092857142857,2022-06-10 01:00:00,2023-11-20 16:00:00,40,528,Loyal
CUST_000077,15,14131.47,1903.79,12227.68,642.3395454545454,2022-03-13 05:00:00,2023-12-30 08:00:00,0,657,Loyal
CUST_000078,6,5972.96,758.78,5214.18,746.62,2022-03-13 20:00:00,2023-12-15 11:00:00,15,641,Loyal
CUST_000079,6,4834.13,799.53,4034.6,439.46636363636367,2022-07-06 19:00:00,2023-10-28 09:00:00,63,478,Loyal
CUST_000080,8,12537.55,1826.6299999999999,10710.92,737.5029411764706,2022-01-19 14:00:00,2023-11-25 16:00:00,35,675,Loyal
CUST_000081,9,3173.69,354.9,2818.79,288.5172727272727,2022-05-31 17:00:00,2023-11-22 03:00:00,38,539,Loyal
CUST_000082,9,9128.81,1045.65,8083.16,760.7341666666666,2022-04-13 00:00:00,2023-09-13 03:00:00,108,518,Loyal
CUST_000083,7,5868.97,551.26,5317.71,489.0808333333334,2022-07-29 23:00:00,2023-08-31 21:00:00,121,397,Loyal
CUST_000084,15,9372.05,1404.7,7967.35,520.6694444444444,2022-02-20 21:00:00,2023-12-24 07:00:00,6,671,Loyal
CUST_000085,9,8132.51,843.88,7288.63,677.7091666666666,2022-11-08 21:00:00,2023-12-17 16:00:00,13,403,Loyal
CUST_000086,5,7256.46,818.87,6437.589999999999,806.2733333333333,2022-01-28 02:00:00,2023-12-09 22:00:00,21,680,Loyal
CUST_000087,4,6841.08,779.4200000000001,6061.66,1140.18,2022-06-07 13:00:00,2023-07-29 07:00:00,154,416,Active
CUST_000088,7,3910.3,491.59999999999997,3418.7,355.4818181818182,2022-05-15 06:00:00,2023-10-25 05:00:00,66,527,Loyal
CUST_000089,9,11913.25,1349.36,10563.89,700.7794117647059,2022-09-29 17:00:00,2023-10-18 01:00:00,73,383,Loyal
CUST_000090,13,9750.28,1244.51,8505.77,390.01120000000003,2022-03-19 02:00:00,2023-08-17 18:00:00,135,516,Loyal
CUST_000091,12,7477.5599999999995,1091.22,6386.34,498.50399999999996,2022-02-02 12:00:00,2023-12-12 01:00:00,18,677,Loyal
CUST_000092,8,7100.51,821.85,6278.66,507.17928571428575,2022-04-21 18:00:00,2023-07-08 17:00:00,175,442,Loyal
CUST_000093,9,3213.0099999999998,347.03000000000003,2865.98,292.09181818181816,2022-03-19 23:00:00,2023-06-28 14:00:00,185,465,Loyal
CUST_000094,5,2538.71,314.36,2224.35,423.11833333333334,2022-03-14 10:00:00,2023-04-27 00:00:00,248,408,Loyal
CUST_000095,10,7181.27,1053.3600000000001,6127.91,478.7513333333334,2022-04-23 10:00:00,2023-11-22 08:00:00,38,577,Loyal
CUST_000096,9,9860.9,1580.05,8280.85,657.3933333333333,2022-04-01 09:00:00,2023-09-18 16:00:00,103,535,Loyal
CUST_000097,10,6631.0,741.9300000000001,5889.07,442.06666666666666,2022-01-25 07:00:00,2023-11-23 17:00:00,37,667,Loyal
CUST_000098,10,7856.969999999999,1131.07,6725.9,604.3823076923077,2022-04-29 01:00:00,2023-12-26 21:00:00,4,606,Loyal
CUST_000099,9,8279.38,1240.95,7038.43,459.9655555555555,2022-04-22 17:00:00,2023-11-27 17:00:00,33,584,Loyal
CUST_000100,8,2943.57,295.26,2648.31,294.357,2022-04-17 05:00:00,2023-12-19 20:00:00,11,611,Loyal
CUST_000101,9,7814.610000000001,707.81,7106.8,601.1238461538462,2022-02-26 10:00:00,2023-12-05 17:00:00,25,647,Loyal
CUST_000102,5,2421.15,413.49,2007.6599999999999,484.23,2022-10-18 21:00:00,2023-11-15 18:00:00,45,392,Loyal
CUST_000103,9,4239.95,504.45,3735.5,282.6633333333333,2022-03-16 17:00:00,2023-11-23 10:00:00,37,616,Loyal
CUST_000104,12,9990.1,1383.6,8606.5,384.2346153846154,2022-05-09 01:00:00,2023-11-23 11:00:00,37,563,Loyal
CUST_000105,9,5553.92,803.5699999999999,4750.35,504.9018181818182,2022-12-02 02:00:00,2023-11-28 21:00:00,32,361,Loyal
CUST_000106,6,1597.29,209.45999999999998,1387.83,266.215,2022-07-20 01:00:00,2023-08-21 19:00:00,131,397,Loyal
CUST_000107,11,8657.34,819.48,7837.86,618.3814285714286,2022-01-18 08:00:00,2023-11-28 05:00:00,32,678,Loyal
CUST_000108,6,4324.77,596.86,3727.91,720.7950000000001,2022-03-04 01:00:00,2023-11-02 00:00:00,59,607,Loyal
CUST_000109,12,16209.06,1922.15,14286.91,675.3774999999999,2022-01-17 20:00:00,2023-12-21 01:00:00,9,702,Loyal
CUST_000110,8,4543.04,555.69,3987.35,413.00363636363636,2022-01-17 02:00:00,2023-11-24 16:00:00,36,676,Loyal
CUST_000111,6,4498.9400000000005,627.12,3871.82,499.88222222222225,2022-02-27 08:00:00,2023-07-16 15:00:00,167,504,Loyal
CUST_000112,4,5107.89,445.48,4662.41,638.48625,2022-02-02 10:00:00,2023-11-12 03:00:00,48,647,Active
CUST_000113,10,9929.32,1048.43,8880.89,522.5957894736842,2022-03-31 12:00:00,2023-11-17 02:00:00,43,595,Loyal
CUST_000114,11,7841.22,765.71,7075.51,522.748,2022-04-27 16:00:00,2023-12-23 13:00:00,7,604,Loyal
CUST_000115,8,8308.46,928.99,7379.47,553.8973333333332,2022-01-02 07:00:00,2023-12-05 18:00:00,25,702,Loyal
CUST_000116,6,6196.04,1013.92,5182.12,688.4488888888889,2022-05-06 08:00:00,2023-12-24 00:00:00,7,596,Loyal
CUST_000117,8,7559.58,955.8199999999999,6603.76,755.958,2022-02-14 00:00:00,2023-12-20 16:00:00,10,674,Loyal
CUST_000118,8,5323.1,687.32,4635.78,409.4692307692308,2022-01-09 11:00:00,2023-12-08 23:00:00,22,698,Loyal
CUST_000119,2,640.02,83.47,556.5500000000001,320.01,2023-02-15 17:00:00,2023-03-22 04:00:00,283,34,Active
CUST_000120,6,9726.02,1583.24,8142.78,884.1836363636364,2022-01-10 22:00:00,2023-10-11 08:00:00,80,638,Loyal
CUST_000121,10,5026.43,572.99,4453.44,386.64846153846156,2022-02-04 11:00:00,2023-11-09 19:00:00,51,643,Loyal
CUST_000122,9,5435.6900000000005,693.38,4742.3099999999995,452.9741666666667,2022-02-15 14:00:00,2023-12-28 08:00:00,2,680,Loyal
CUST_000123,11,11983.85,1240.01,10743.84,748.990625,2022-05-23 16:00:00,2023-11-23 03:00:00,37,548,Loyal
CUST_000124,14,10792.720000000001,1244.8,9547.92,490.57818181818186,2022-07-29 01:00:00,2023-12-24 00:00:00,7,512,Loyal
CUST_000125,9,6814.85,948.08,5866.77,524.2192307692308,2022-05-09 00:00:00,2023-11-30 01:00:00,30,570,Loyal
CUST_000126,9,6334.96,740.74,5594.22,422.3306666666667,2022-01-25 14:00:00,2023-11-28 09:00:00,32,671,Loyal
CUST_000127,4,1514.66,141.15,1373.51,216.38000000000002,2022-06-24 22:00:00,2023-05-06 21:00:00,238,315,Active
CUST_000128,9,4675.12,664.03,4011.09,333.9371428571429,2022-03-19 10:00:00,2023-07-08 02:00:00,175,475,Loyal
CUST_000129,9,7012.8,736.93,6275.87,467.52000000000004,2022-01-01 17:00:00,2023-12-30 23:00:00,0,728,Loyal
CUST_000130,13,11781.28,1604.94,10176.34,490.8866666666667,2022-04-21 10:00:00,2023-12-25 14:00:00,5,613,Loyal
CUST_000131,11,2377.69,276.61,2101.08,148.605625,2022-05-22 10:00:00,2023-12-20 00:00:00,11,576,Loyal
CUST_000132,6,6650.9400000000005,766.5,5884.44,831.3675000000001,2022-05-10 05:00:00,2023-10-01 14:00:00,90,509,Loyal
CUST_000133,13,8821.710000000001,852.5,7969.21,551.3568750000001,2022-04-08 07:00:00,2023-12-06 09:00:00,24,607,Loyal
CUST_000134,8,7758.2699999999995,1095.18,6663.09,705.2972727272727,2022-01-29 21:00:00,2023-12-26 14:00:00,4,695,Loyal
CUST_000135,6,8292.73,873.47,7419.26,829.2729999999999,2022-12-09 22:00:00,2023-12-28 20:00:00,2,383,Loyal
CUST_000136,7,5168.88,704.01,4464.87,574.32,2022-05-08 11:00:00,2023-10-30 21:00:00,61,540,Loyal
CUST_000137,7,4857.76,641.49,4216.2699999999995,404.81333333333333,2022-12-11 23:00:00,2023-11-25 01:00:00,35,348,Loyal
CUST_000138,10,12181.990000000002,1726.59,10455.4,676.7772222222223,2022-06-24 06:00:00,2023-12-19 08:00:00,11,543,Loyal
CUST_000139,7,6980.83,672.51,6308.32,536.9869230769231,2022-05-19 21:00:00,2023-10-09 18:00:00,82,507,Loyal
CUST_000140,10,9230.94,1174.72,8056.22,461.547,2022-02-24 16:00:00,2023-09-20 19:00:00,101,573,Loyal
CUST_000141,9,6221.400000000001,877.34,5344.06,622.1400000000001,2022-04-29 20:00:00,2023-11-24 15:00:00,36,573,Loyal
CUST_000142,6,3092.1,452.7,2639.4,343.56666666666666,2022-12-21 02:00:00,2023-10-20 08:00:00,71,303,Loyal
CUST_000143,10,6398.39,734.31,5664.08,399.899375,2022-07-15 12:00:00,2023-12-01 14:00:00,29,504,Loyal
CUST_000144,13,8807.39,963.86,7843.53,440.36949999999996,2022-05-31 00:00:00,2023-12-05 02:00:00,25,553,Loyal
CUST_000145,8,6407.99,845.6500000000001,5562.34,533.9991666666666,2022-06-01 00:00:00,2023-10-12 10:00:00,79,498,Loyal
CUST_000146,5,4050.79,570.3399999999999,3480.45,405.079,2022-03-12 09:00:00,2023-10-08 03:00:00,83,574,Loyal
CUST_000147,6,3164.15,359.46,2804.69,316.415,2022-06-14 06:00:00,2023-11-09 07:00:00,51,513,Loyal
CUST_000148,9,7082.51,697.93,6384.58,544.8084615384615,2022-04-05 09:00:00,2023-12-07 02:00:00,23,610,Loyal
CUST_000149,13,17063.74,2127.6,14936.14,682.5496,2022-05-20 03:00:00,2023-10-19 07:00:00,72,517,Loyal
CUST_000150,11,6762.849999999999,939.1700000000001,5823.68,422.67812499999997,2022-03-08 19:00:00,2023-11-22 15:00:00,38,623,Loyal
CUST_000151,7,2511.33,349.16999999999996,2162.16,313.91625,2022-06-20 18:00:00,2023-12-20 08:00:00,10,547,Loyal
CUST_000152,12,14552.69,2300.59,12252.1,727.6345,2022-01-12 18:00:00,2023-11-30 05:00:00,30,686,Loyal
CUST_000153,9,11423.97,1677.48,9746.49,761.598,2022-03-22 16:00:00,2023-12-27 23:00:00,3,645,Loyal
CUST_000154,9,15820.8,2278.65,13542.150000000001,791.04,2022-06-19 21:00:00,2023-12-27 04:00:00,3,555,Loyal
CUST_000155,11,13534.28,1825.98,11708.3,796.1341176470588,2022-01-14 04:00:00,2023-12-28 20:00:00,2,713,Loyal
CUST_000156,10,6402.55,659.81,5742.74,457.325,2022-07-13 17:00:00,2023-12-13 16:00:00,17,517,Loyal
CUST_000157,6,5685.179999999999,750.09,4935.09,516.8345454545454,2023-03-09 07:00:00,2023-12-12 20:00:00,18,278,Loyal
CUST_000158,8,4400.95,473.32,3927.6299999999997,338.5346153846154,2022-04-04 06:00:00,2023-12-11 03:00:00,19,615,Loyal
CUST_000159,8,7276.450000000001,895.4,6381.05,428.0264705882353,2022-05-04 08:00:00,2023-11-21 00:00:00,40,565,Loyal
CUST_000160,6,7065.530000000001,769.05,6296.48,543.5023076923078,2022-07-03 15:00:00,2023-12-10 14:00:00,20,524,Loyal
CUST_000161,13,11172.78,1139.69,10033.09,507.8536363636364,2022-03-19 15:00:00,2023-12-21 09:00:00,9,641,Loyal
CUST_000162,7,7634.25,1003.45,6630.8,848.25,2022-01-26 14:00:00,2023-10-03 05:00:00,88,614,Loyal
CUST_000163,10,6243.26,780.16,5463.1,567.569090909091,2022-05-11 18:00:00,2023-12-08 18:00:00,22,576,Loyal
CUST_000164,11,6213.02,756.22,5456.8,477.92461538461544,2022-01-16 22:00:00,2023-11-04 07:00:00,56,656,Loyal
CUST_000165,9,9320.57,1492.24,7828.33,716.9669230769231,2022-02-20 03:00:00,2023-12-15 04:00:00,15,663,Loyal
CUST_000166,13,15271.710000000001,1628.72,13642.99,636.3212500000001,2022-01-01 12:00:00,2023-11-26 10:00:00,34,693,Loyal
CUST_000167,12,11087.630000000001,1165.88,9921.75,652.2135294117647,2022-03-06 02:00:00,2023-10-16 04:00:00,75,589,Loyal
CUST_000168,9,6089.37,820.1899999999999,5269.18,507.4475,2022-05-12 05:00:00,2023-09-18 05:00:00,103,494,Loyal
CUST_000169,13,9039.67,1049.47,7990.2,376.65291666666667,2022-03-27 06:00:00,2023-12-28 03:00:00,2,640,Loyal
CUST_000170,8,9577.23,1004.79,8572.44,798.1025,2022-02-18 03:00:00,2023-12-14 02:00:00,16,663,Loyal
CUST_000171,14,14960.65,1903.6999999999998,13056.95,650.4630434782608,2022-01-15 22:00:00,2023-09-07 15:00:00,114,599,Loyal
CUST_000172,9,10441.2,1041.81,9399.39,652.575,2022-07-13 09:00:00,2023-12-28 18:00:00,2,533,Loyal
CUST_000173,5,3070.1000000000004,338.93,2731.17,438.58571428571435,2022-02-24 00:00:00,2023-01-10 20:00:00,354,320,Loyal
CUST_000174,15,13309.01,1581.48,11727.53,492.9262962962963,2022-02-15 07:00:00,2023-11-26 15:00:00,34,649,Loyal
CUST_000175,9,8045.17,809.94,7235.23,670.4308333333333,2022-10-03 16:00:00,2023-10-31 19:00:00,60,393,Loyal
CUST_000176,2,4949.28,451.41,4497.87,707.04,2023-06-15 11:00:00,2023-11-01 03:00:00,59,138,Active
CUST_000177,3,4451.72,713.7900000000001,3737.93,890.344,2022-10-09 20:00:00,2023-06-30 23:00:00,183,264,Active
CUST_000178,7,6865.66,615.89,6249.77,762.8511111111111,2022-12-18 14:00:00,2023-07-31 15:00:00,152,225,Loyal
CUST_000179,8,7984.98,839.42,7145.5599999999995,665.415,2022-04-29 21:00:00,2023-07-24 06:00:00,159,450,Loyal
CUST_000180,6,7611.39,1007.02,6604.370000000001,1087.3414285714287,2022-03-02 08:00:00,2023-09-13 16:00:00,108,560,Loyal
CUST_000181,9,8802.73,1165.28,7637.450000000001,733.5608333333333,2022-01-19 05:00:00,2023-12-25 20:00:00,5,705,Loyal
CUST_000182,12,8606.48,1240.55,7365.93,506.2635294117647,2022-01-18 03:00:00,2023-12-08 11:00:00,22,689,Loyal
CUST_000183,6,6950.87,832.38,6118.49,496.49071428571426,2022-05-25 00:00:00,2023-07-25 14:00:00,158,426,Loyal
CUST_000184,8,7509.34,864.04,6645.3,682.6672727272727,2022-06-03 21:00:00,2023-12-28 08:00:00,2,572,Loyal
CUST_000185,8,4412.28,675.71,3736.57,401.1163636363636,2022-10-08 09:00:00,2023-12-08 03:00:00,22,425,Loyal
CUST_000186,8,5299.79,712.07,4587.72,441.64916666666664,2022-03-20 05:00:00,2023-10-19 00:00:00,73,577,Loyal
CUST_000187,8,6607.75,572.26,6035.49,600.7045454545455,2022-07-29 07:00:00,2023-11-18 07:00:00,42,477,Loyal
CUST_000188,14,13543.58,1506.81,12036.77,677.179,2022-03-20 23:00:00,2023-11-10 09:00:00,50,599,Loyal
CUST_000189,9,6512.16,850.23,5661.93,434.144,2022-08-14 18:00:00,2023-11-05 10:00:00,55,447,Loyal
CUST_000190,17,16644.3,2193.75,14450.55,640.1653846153846,2022-01-16 05:00:00,2023-12-22 10:00:00,8,705,Loyal
CUST_000191,7,8959.710000000001,1367.19,7592.52,814.519090909091,2022-11-06 03:00:00,2023-12-08 21:00:00,22,397,Loyal
CUST_000192,13,6827.53,693.54,6133.99,379.3072222222222,2022-03-14 19:00:00,2023-10-29 17:00:00,62,593,Loyal
CUST_000193,7,4395.39,469.27,3926.12,439.53900000000004,2022-02-07 15:00:00,2023-08-14 18:00:00,138,553,Loyal
CUST_000194,10,11595.15,1173.5,10421.65,724.696875,2022-06-12 09:00:00,2023-10-24 15:00:00,67,499,Loyal
CUST_000195,9,7138.48,1208.47,5930.01,594.8733333333333,2022-07-12 22:00:00,2023-11-17 14:00:00,43,492,Loyal
CUST_000196,6,6039.24,722.61,5316.63,603.924,2022-04-14 07:00:00,2023-10-29 21:00:00,62,563,Loyal
CUST_000197,8,11920.35,1261.93,10658.42,851.4535714285714,2022-06-06 02:00:00,2023-12-13 21:00:00,17,555,Loyal
CUST_000198,9,9838.28,1306.02,8532.26,614.8925,2022-05-12 20:00:00,2023-09-15 12:00:00,106,490,Loyal
CUST_000199,4,2392.87,321.83,2071.04,299.10875,2023-01-11 17:00:00,2023-06-21 00:00:00,193,160,Active
CUST_000200,10,5012.74,611.7,4401.04,313.29625,2022-04-06 09:00:00,2023-10-12 13:00:00,79,554,Loyal
CUST_000201,4,3621.6299999999997,657.25,2964.38,517.3757142857143,2022-10-15 16:00:00,2023-12-23 01:00:00,7,433,Active
CUST_000202,8,6683.45,936.53,5746.92,477.3892857142857,2022-03-16 07:00:00,2023-08-17 12:00:00,135,519,Loyal
CUST_000203,8,8443.16,1103.6200000000001,7339.54,496.65647058823527,2022-03-31 17:00:00,2023-12-22 05:00:00,8,630,Loyal
CUST_000204,7,9005.73,1144.87,7860.860000000001,1125.71625,2022-03-18 09:00:00,2023-12-11 02:00:00,19,632,Loyal
CUST_000205,7,5509.03,784.8199999999999,4724.21,612.1144444444444,2022-03-29 22:00:00,2023-12-03 16:00:00,27,613,Loyal
CUST_000206,9,9304.99,1277.39,8027.6,443.09476190476187,2022-03-08 22:00:00,2023-12-25 06:00:00,5,656,Loyal
CUST_000207,7,7767.9,1242.3,6525.599999999999,863.0999999999999,2022-09-08 01:00:00,2023-12-03 22:00:00,27,451,Loyal
