customer_id,customer_city,customer_state,customer_zip_code
CUST_000104,Brasilia,RS,73253
CUST_000105,Porto Alegre,SE,58841
CUST_000106,Belo Horizonte,RS,62723
CUST_000107,Brasilia,ES,30317
CUST_000108,Salvador,PR,65008
CUST_000109,Belo Horizonte,PE,46434
CUST_000110,Sao Paulo,RJ,56125
CUST_000111,Belo Horizonte,SC,90984
CUST_000112,Porto Alegre,MA,85449
CUST_000113,Belo Horizonte,PB,84102
CUST_000114,Sao Paulo,MA,91141
CUST_000115,Porto Alegre,SE,10557
CUST_000116,Recife,RJ,54383
CUST_000117,Fortaleza,AM,16040
CUST_000118,Fortaleza,RJ,56652
CUST_000119,Manaus,SP,70941
CUST_000120,Recife,RJ,97340
CUST_000121,Recife,PE,84828
CUST_000122,Belo Horizonte,RJ,36110
CUST_000123,Fortaleza,ES,15349
CUST_000124,Sao Paulo,CE,40374
CUST_000125,Curitiba,ES,94545
CUST_000126,Curitiba,CE,52591
CUST_000127,Porto Alegre,MA,10057
CUST_000128,Fortaleza,PE,84039
CUST_000129,Fortaleza,RN,74578
CUST_000130,Curitiba,RS,29121
CUST_000131,Fortaleza,PE,15493
CUST_000132,Belo Horizonte,PB,77818
CUST_000133,Salvador,RS,98706
CUST_000134,Rio de Janeiro,PB,11431
CUST_000135,Recife,AL,70469
CUST_000136,Manaus,SP,72241
CUST_000137,Porto Alegre,BA,55294
CUST_000138,Salvador,CE,96127
CUST_000139,Curitiba,PB,21351
CUST_000140,Recife,RS,42483
CUST_000141,Fortaleza,MT,41195
CUST_000142,Manaus,PB,32735
CUST_000143,Fortaleza,SE,25203
CUST_000144,Sao Paulo,BA,13974
CUST_000145,Sao Paulo,AM,95222
CUST_000146,Manaus,MG,49713
CUST_000147,Manaus,SE,22636
CUST_000148,Curitiba,CE,45070
CUST_000149,Manaus,SP,39123
CUST_000150,Belo Horizonte,SE,41812
CUST_000151,Fortaleza,AM,38760
CUST_000152,Salvador,PA,14966
CUST_000153,Brasilia,MS,93962
CUST_000154,Manaus,GO,89698
CUST_000155,Porto Alegre,AM,26058
CUST_000156,Sao Paulo,RS,51482
CUST_000157,Belo Horizonte,SC,12998
CUST_000158,Recife,CE,71265
CUST_000159,Brasilia,AL,76445
CUST_000160,Salvador,RS,44648
CUST_000161,Brasilia,RJ,70623
CUST_000162,Manaus,RN,88033
CUST_000163,Curitiba,MS,94480
CUST_000164,Sao Paulo,PB,17527
CUST_000165,Sao Paulo,AM,13072
CUST_000166,Recife,CE,22018
CUST_000167,Curitiba,MA,39652
CUST_000168,Fortaleza,MS,14476
CUST_000169,Rio de Janeiro,RS,37482
CUST_000170,Belo Horizonte,AL,72513
CUST_000171,Sao Paulo,RJ,96411
CUST_000172,Porto Alegre,SC,26219
CUST_000173,Sao Paulo,PE,40448
CUST_000174,Brasilia,AL,89903
CUST_000175,Sao Paulo,PB,35120
CUST_000176,Sao Paulo,PB,16855
CUST_000177,Rio de Janeiro,RN,66553
CUST_000178,Rio de Janeiro,AM,78633
CUST_000179,Salvador,SC,54585
CUST_000180,Fortaleza,PE,95425
CUST_000181,Porto Alegre,RS,11084
CUST_000182,Sao Paulo,MT,31944
CUST_000183,Sao Paulo,RS,43921
CUST_000184,Belo Horizonte,AL,71282
CUST_000185,Rio de Janeiro,RJ,97393
CUST_000186,Porto Alegre,PE,61397
CUST_000187,Recife,PA,28070
CUST_000188,Salvador,RJ,64987
CUST_000189,Fortaleza,BA,66690
CUST_000190,Curitiba,PR,71134
CUST_000191,Fortaleza,PR,97755
CUST_000192,Brasilia,SE,69439
CUST_000193,Sao Paulo,PR,41489
CUST_000194,Salvador,RS,33178
CUST_000195,Brasilia,PE,89019
CUST_000196,Porto Alegre,CE,67956
CUST_000197,Curitiba,PB,57802
CUST_000198,Rio de Janeiro,CE,72778
CUST_000199,Salvador,CE,67719
CUST_000200,Salvador,AL,43573
CUST_000201,Sao Paulo,CE,43688
CUST_000202,Manaus,BA,56475
CUST_000203,Salvador,MA,60697
CUST_000204,Belo Horizonte,PR,43978
CUST_000205,Curitiba,BA,39677
CUST_000206,Curitiba,ES,91540
CUST_000207,Belo Horizonte,AL,20272
CUST_000208,Recife,RN,16212
CUST_000209,Belo Horizonte,RS,31071
CUST_000210,Belo Horizonte,GO,85236
CUST_000211,Curitiba,PB,27297
CUST_000212,Fortaleza,AL,61932
CUST_000213,Curitiba,SE,66884
CUST_000214,Manaus,MG,38625
CUST_000215,Sao Paulo,CE,38831
CUST_000216,Brasilia,RJ,66478
CUST_000217,Fortaleza,RS,72909
CUST_000218,Rio de Janeiro,BA,39367
CUST_000219,Brasilia,AM,55813
CUST_000220,Sao Paulo,MS,30121
CUST_000221,Manaus,PB,45547
CUST_000222,Manaus,AL,73642
CUST_000223,Rio de Janeiro,RJ,34914
CUST_000224,Fortaleza,MA,27178
CUST_000225,Recife,PE,77258
CUST_000226,Belo Horizonte,MA,89421
CUST_000227,Fortaleza,ES,70563
CUST_000228,Recife,SC,60050
CUST_000229,Manaus,AL,72607
CUST_000230,Curitiba,MG,75638
CUST_000231,Sao Paulo,SP,23262
CUST_000232,Rio de Janeiro,RS,17453
CUST_000233,Sao Paulo,RN,55174
CUST_000234,Porto Alegre,GO,87760
CUST_000235,Porto Alegre,AL,16172
CUST_000236,Fortaleza,BA,86788
CUST_000237,Manaus,SP,27918
CUST_000238,Manaus,GO,17197
CUST_000239,Belo Horizonte,SP,23677
CUST_000240,Belo Horizonte,AL,21039
CUST_000241,Belo Horizonte,AM,37785
CUST_000242,Curitiba,ES,14570
CUST_000243,Brasilia,AM,82242
CUST_000244,Salvador,AL,21655
CUST_000245,Brasilia,CE,57907
CUST_000246,Sao Paulo,PA,19449
CUST_000247,Brasilia,SP,34630
CUST_000248,Curitiba,SC,84658
CUST_000249,Sao Paulo,MA,56371
CUST_000250,Brasilia,CE,20991
CUST_000251,Curitiba,BA,34887
CUST_000252,Salvador,MA,23859
CUST_000253,Brasilia,RN,33640
CUST_000254,Curitiba,PR,58339
CUST_000255,Belo Horizonte,RN,63235
CUST_000256,Manaus,MA,12512
CUST_000257,Belo Horizonte,PB,90982
CUST_000258,Manaus,GO,31912
CUST_000259,Rio de Janeiro,MT,45515
CUST_000260,Rio de Janeiro,PB,25416
CUST_000261,Rio de Janeiro,AM,82816
CUST_000262,Salvador,BA,86510
CUST_000263,Belo Horizonte,MG,53746
CUST_000264,Manaus,SP,53775
CUST_000265,Curitiba,RN,22227
CUST_000266,Sao Paulo,PR,23031
CUST_000267,Curitiba,MT,43000
CUST_000268,Sao Paulo,CE,61253
CUST_000269,Porto Alegre,PR,77564
CUST_000270,Curitiba,MS,28313
CUST_000271,Brasilia,MA,85186
CUST_000272,Brasilia,SP,67751
CUST_000273,Fortaleza,RJ,62492
CUST_000274,Belo Horizonte,SC,40364
CUST_000275,Sao Paulo,CE,28361
CUST_000276,Sao Paulo,SE,77949
CUST_000277,Belo Horizonte,SC,41070
CUST_000278,Salvador,PB,32409
CUST_000279,Fortaleza,PR,39854
CUST_000280,Salvador,PA,39655
CUST_000281,Salvador,MA,19952
CUST_000282,Salvador,PB,46365
CUST_000283,Belo Horizonte,SE,93298
CUST_000284,Salvador,PB,76156
CUST_000285,Brasilia,AL,66724
CUST_000286,Rio de Janeiro,ES,25455
CUST_000287,Porto Alegre,PA,97746
CUST_000288,Sao Paulo,CE,57673
CUST_000289,Sao Paulo,RJ,10974
CUST_000290,Porto Alegre,SC,22679
CUST_000291,Belo Horizonte,MT,71791
CUST_000292,Curitiba,MG,37429
CUST_000293,Belo Horizonte,ES,28073
CUST_000294,Sao Paulo,SP,80207
CUST_000295,Sao Paulo,MG,40365
CUST_000296,Porto Alegre,CE,65928
CUST_000297,Salvador,ES,84453
CUST_000298,Belo Horizonte,BA,17784
CUST_000299,Manaus,SE,22291
CUST_000300,Porto Alegre,ES,94462
CUST_000301,Brasilia,SC,36154
CUST_000302,Sao Paulo,PR,35650
CUST_000303,Porto Alegre,RS,78741
CUST_000304,Belo Horizonte,RN,46201
CUST_000305,Sao Paulo,MG,49479
CUST_000306,Curitiba,MA,82920
CUST_000307,Porto Alegre,RN,92797
CUST_000308,Fortaleza,RN,60243
CUST_000309,Sao Paulo,RJ,78595
CUST_000310,Belo Horizonte,MT,41734
CUST_000311,Rio de Janeiro,ES,98927
CUST_000312,Manaus,PR,91451
CUST_000313,Recife,MG,52568
CUST_000314,Salvador,PR,35793
CUST_000315,Recife,PR,62204
CUST_000316,Belo Horizonte,PR,56746
CUST_000317,Brasilia,MG,41989
CUST_000318,Brasilia,MG,59465
CUST_000319,Rio de Janeiro,SE,71383
CUST_000320,Salvador,RN,26767
CUST_000321,Fortaleza,SE,48652
CUST_000322,Rio de Janeiro,RS,93732
CUST_000323,Recife,SP,94244
CUST_000324,Rio de Janeiro,PB,23383
CUST_000325,Recife,GO,80784
CUST_000326,Sao Paulo,MA,70089
CUST_000327,Brasilia,GO,36440
CUST_000328,Sao Paulo,SC,62443
CUST_000329,Manaus,GO,66325
CUST_000330,Salvador,PA,96766
CUST_000331,Fortaleza,PB,65919
CUST_000332,Recife,PA,26611
CUST_000333,Fortaleza,AL,73483
CUST_000334,Recife,CE,32457
CUST_000335,Belo Horizonte,SC,20256
CUST_000336,Rio de Janeiro,PA,64856
CUST_000337,Manaus,SE,50533
CUST_000338,Brasilia,PR,38281
CUST_000339,Recife,PB,77275
CUST_000340,Fortaleza,PE,11525
CUST_000341,Manaus,SC,26453
CUST_000342,Curitiba,SE,16251
CUST_000343,Curitiba,MS,29507
CUST_000344,Sao Paulo,AM,89396
CUST_000345,Brasilia,SC,96644
CUST_000346,Belo Horizonte,CE,37906
CUST_000347,Fortaleza,PE,83185
CUST_000348,Rio de Janeiro,RS,23193
CUST_000349,Rio de Janeiro,PB,91449
CUST_000350,Fortaleza,CE,74042
CUST_000351,Salvador,AL,69516
CUST_000352,Belo Horizonte,MA,91165
CUST_000353,Manaus,PE,40692
CUST_000354,Recife,MT,80490
CUST_000355,Salvador,SP,43512
CUST_000356,Recife,RJ,20719
CUST_000357,Recife,MT,65427
CUST_000358,Salvador,PE,37649
CUST_000359,Sao Paulo,SC,22402
CUST_000360,Curitiba,PB,19216
CUST_000361,Recife,AL,41050
CUST_000362,Salvador,SC,60093
CUST_000363,Salvador,BA,15050
CUST_000364,Porto Alegre,RN,56716
CUST_000365,Sao Paulo,AL,12438
CUST_000366,Brasilia,AM,57431
CUST_000367,Porto Alegre,PA,26760
CUST_000368,Porto Alegre,CE,87614
CUST_000369,Fortaleza,MT,26473
CUST_000370,Curitiba,PA,53815
CUST_000371,Salvador,CE,72460
CUST_000372,Curitiba,SE,19257
CUST_000373,Belo Horizonte,RN,97986
CUST_000374,Fortaleza,RS,35634
CUST_000375,Brasilia,PR,70403
CUST_000376,Curitiba,PR,56573
CUST_000377,Rio de Janeiro,PA,38648
CUST_000378,Recife,MG,58980
CUST_000379,Belo Horizonte,GO,20296
CUST_000380,Sao Paulo,RJ,70197
CUST_000381,Brasilia,RN,31959
CUST_000382,Belo Horizonte,PE,24570
CUST_000383,Recife,MT,45423
CUST_000384,Fortaleza,SC,90263
CUST_000385,Recife,CE,27899
CUST_000386,Porto Alegre,PE,45785
CUST_000387,Recife,ES,72806
CUST_000388,Porto Alegre,PR,66963
CUST_000389,Fortaleza,PA,87875
CUST_000390,Manaus,SP,44341
CUST_000391,Porto Alegre,PA,15597
CUST_000392,Sao Paulo,BA,20244
CUST_000393,Recife,AL,13796
CUST_000394,Recife,AL,85589
CUST_000395,Sao Paulo,PB,38528
CUST_000396,Rio de Janeiro,AL,28648
CUST_000397,Salvador,MG,93967
CUST_000398,Manaus,CE,10535
CUST_000399,Brasilia,RN,58469
CUST_000400,Porto Alegre,MT,74912
CUST_000401,Sao Paulo,RN,54493
CUST_000402,Fortaleza,MG,82417
CUST_000403,Porto Alegre,MG,55785
CUST_000404,Salvador,PA,95017
CUST_000405,Fortaleza,SE,76561
CUST_000406,Belo Horizonte,SC,40869
CUST_000407,Recife,GO,75094
CUST_000408,Belo Horizonte,PE,40192
CUST_000409,Porto Alegre,MS,79157
CUST_000410,Salvador,PR,96483
CUST_000411,Manaus,AL,89941
CUST_000412,Porto Alegre,PB,67544
CUST_000413,Sao Paulo,PA,14403
CUST_000414,Curitiba,RS,46091
CUST_000415,Porto Alegre,GO,62510
CUST_000416,Recife,SC,98061
CUST_000417,Recife,ES,15017
CUST_000418,Porto Alegre,BA,49203
CUST_000419,Fortaleza,PR,66473
CUST_000420,Curitiba,MS,62123
CUST_000421,Sao Paulo,MT,58260
CUST_000422,Porto Alegre,CE,55938
CUST_000423,Fortaleza,RN,67929
CUST_000424,Recife,RS,95265
CUST_000425,Recife,GO,47372
CUST_000426,Salvador,AM,63252
CUST_000427,Porto Alegre,MA,24628
CUST_000428,Curitiba,RN,22501
CUST_000429,Rio de Janeiro,AM,40131
CUST_000430,Curitiba,PB,99102
CUST_000431,Recife,PA,99360
CUST_000432,Recife,MT,78348
CUST_000433,Belo Horizonte,PB,19402
CUST_000434,Recife,SP,65956
CUST_000435,Sao Paulo,PB,61920
CUST_000436,Brasilia,ES,36000
CUST_000437,Porto Alegre,BA,99795
CUST_000438,Curitiba,PA,77462
CUST_000439,Brasilia,GO,76392
CUST_000440,Fortaleza,SC,15988
CUST_000441,Rio de Janeiro,RJ,84279
CUST_000442,Sao Paulo,PA,66999
CUST_000443,Curitiba,MS,79674
CUST_000444,Brasilia,PB,91618
CUST_000445,Rio de Janeiro,AM,63426
CUST_000446,Belo Horizonte,SE,68824
CUST_000447,Sao Paulo,PE,84399
CUST_000448,Sao Paulo,CE,70659
CUST_000449,Belo Horizonte,MA,47790
CUST_000450,Porto Alegre,PA,32118
CUST_000451,Belo Horizonte,BA,62025
CUST_000452,Sao Paulo,AL,69938
CUST_000453,Sao Paulo,AM,15149
CUST_000454,Brasilia,PE,48079
CUST_000455,Recife,BA,12484
CUST_000456,Rio de Janeiro,PB,65474
CUST_000457,Belo Horizonte,SE,58601
CUST_000458,Rio de Janeiro,PB,53809
CUST_000459,Belo Horizonte,BA,30791
CUST_000460,Fortaleza,PR,79343
CUST_000461,Sao Paulo,RS,36648
CUST_000462,Recife,RJ,41090
CUST_000463,Brasilia,BA,27857
CUST_000464,Recife,PE,72327
CUST_000465,Recife,MA,52967
CUST_000466,Recife,MS,63709
CUST_000467,Rio de Janeiro,SC,77948
CUST_000468,Belo Horizonte,AL,58861
CUST_000469,Manaus,SP,78718
CUST_000470,Fortaleza,SE,30948
CUST_000471,Curitiba,ES,43782
CUST_000472,Recife,RN,60756
CUST_000473,Porto Alegre,MG,92789
CUST_000474,Rio de Janeiro,RN,78388
CUST_000475,Brasilia,RJ,94528
CUST_000476,Curitiba,CE,76809
CUST_000477,Manaus,AM,17649
CUST_000478,Porto Alegre,MG,39002
CUST_000479,Manaus,SC,44723
CUST_000480,Curitiba,GO,84314
CUST_000481,Recife,AL,80085
CUST_000482,Porto Alegre,RN,91399
CUST_000483,Manaus,MT,21809
CUST_000484,Brasilia,MT,68169
CUST_000485,Belo Horizonte,AL,18302
CUST_000486,Sao Paulo,PA,18100
CUST_000487,Belo Horizonte,MA,78447
CUST_000488,Curitiba,PA,87627
CUST_000489,Rio de Janeiro,MT,84635
CUST_000490,Sao Paulo,PA,65020
CUST_000491,Fortaleza,AL,15663
CUST_000492,Brasilia,MS,54649
CUST_000493,Fortaleza,SC,57136
CUST_000494,Porto Alegre,MT,46104
CUST_000495,Sao Paulo,BA,49137
CUST_000496,Fortaleza,AL,12534
CUST_000497,Fortaleza,AL,77762
CUST_000498,Manaus,RS,62445
CUST_000499,Belo Horizonte,AL,19585
CUST_000500,Manaus,PE,86438
CUST_000501,Sao Paulo,PB,46392
CUST_000502,Sao Paulo,RS,94267
CUST_000503,Curitiba,BA,93324
CUST_000504,Manaus,GO,41126
CUST_000505,Salvador,PB,52485
CUST_000506,Belo Horizonte,PR,55798
CUST_000507,Sao Paulo,CE,78310
CUST_000508,Curitiba,MT,19017
CUST_000509,Manaus,MS,35700
CUST_000510,Belo Horizonte,SC,46507
CUST_000511,Manaus,SE,57679
CUST_000512,Fortaleza,BA,99938
CUST_000513,Curitiba,SC,47232
CUST_000514,Belo Horizonte,PR,99661
CUST_000515,Recife,RN,34020
CUST_000516,Porto Alegre,PA,67172
CUST_000517,Porto Alegre,BA,23746
CUST_000518,Belo Horizonte,SP,73537
CUST_000519,Manaus,RS,14094
CUST_000520,Curitiba,AL,78466
CUST_000521,Porto Alegre,PA,40755
CUST_000522,Curitiba,ES,21552
CUST_000523,Porto Alegre,MG,69491
CUST_000524,Fortaleza,SE,29779
CUST_000525,Manaus,GO,39000
CUST_000526,Fortaleza,AM,95639
CUST_000527,Porto Alegre,PB,63953
CUST_000528,Recife,PE,67564
CUST_000529,Recife,MG,24102
CUST_000530,Fortaleza,PR,11861
CUST_000531,Recife,SE,53574
CUST_000532,Porto Alegre,MS,42682
CUST_000533,Belo Horizonte,ES,88819
CUST_000534,Fortaleza,BA,87972
CUST_000535,Rio de Janeiro,RS,75185
CUST_000536,Manaus,GO,84426
CUST_000537,Recife,AL,58120
CUST_000538,Recife,PR,48297
CUST_000539,Sao Paulo,MT,18299
CUST_000540,Salvador,PB,51348
CUST_000541,Fortaleza,SP,51384
CUST_000542,Brasilia,MT,86693
CUST_000543,Recife,AM,42687
CUST_000544,Manaus,GO,74577
CUST_000545,Rio de Janeiro,GO,70047
CUST_000546,Recife,MS,20191
CUST_000547,Rio de Janeiro,MT,66884
CUST_000548,Porto Alegre,MG,64911
CUST_000549,Porto Alegre,RS,87303
CUST_000550,Salvador,SE,93447
CUST_000551,Belo Horizonte,ES,53726
CUST_000552,Brasilia,ES,44623
CUST_000553,Sao Paulo,MT,93517
CUST_000554,Salvador,PE,60000
CUST_000555,Curitiba,CE,81494
CUST_000556,Sao Paulo,PA,90241
CUST_000557,Fortaleza,MS,73027
CUST_000558,Manaus,SP,68995
CUST_000559,Curitiba,MS,52876
CUST_000560,Curitiba,MS,61070
CUST_000561,Salvador,GO,76224
CUST_000562,Belo Horizonte,PB,35365
CUST_000563,Salvador,MS,39663
CUST_000564,Fortaleza,SP,75436
CUST_000565,Recife,PB,93275
CUST_000566,Recife,RN,73211
CUST_000567,Belo Horizonte,SC,20909
CUST_000568,Fortaleza,ES,70883
CUST_000569,Belo Horizonte,MA,22713
CUST_000570,Rio de Janeiro,AL,22614
CUST_000571,Recife,MT,30734
CUST_000572,Curitiba,PE,40709
CUST_000573,Brasilia,ES,32885
CUST_000574,Manaus,MG,81622
CUST_000575,Fortaleza,SP,88267
CUST_000576,Sao Paulo,PB,96128
CUST_000577,Belo Horizonte,GO,23341
CUST_000578,Manaus,MT,49435
CUST_000579,Sao Paulo,GO,22976
CUST_000580,Manaus,MA,92910
CUST_000581,Brasilia,MS,87869
CUST_000582,Sao Paulo,SC,15290
CUST_000583,Salvador,ES,55812
CUST_000584,Porto Alegre,PB,60528
CUST_000585,Salvador,AL,68570
CUST_000586,Recife,BA,66399
CUST_000587,Porto Alegre,SP,58437
CUST_000588,Salvador,PA,99122
CUST_000589,Porto Alegre,RN,67907
CUST_000590,Porto Alegre,PB,91876
CUST_000591,Curitiba,PA,58723
CUST_000592,Belo Horizonte,SE,45655
CUST_000593,Belo Horizonte,MT,65833
CUST_000594,Curitiba,GO,90096
CUST_000595,Manaus,SP,33997
CUST_000596,Rio de Janeiro,SC,76876
CUST_000597,Manaus,ES,36013
CUST_000598,Sao Paulo,MT,42862
CUST_000599,Sao Paulo,MT,62448
CUST_000600,Porto Alegre,PE,97818
CUST_000601,Salvador,ES,55608
CUST_000602,Salvador,RS,94612
CUST_000603,Belo Horizonte,MT,50894
CUST_000604,Fortaleza,PA,95201
CUST_000605,Manaus,PR,60649
CUST_000606,Recife,SC,72104
CUST_000607,Brasilia,GO,86459
CUST_000608,Salvador,PR,49821
CUST_000609,Brasilia,PE,57940
CUST_000610,Porto Alegre,MS,20935
CUST_000611,Brasilia,PA,99577
CUST_000612,Recife,RS,22467
CUST_000613,Curitiba,SE,21073
CUST_000614,Recife,GO,17691
CUST_000615,Brasilia,MA,56538
CUST_000616,Recife,GO,34490
CUST_000617,Rio de Janeiro,SP,25688
CUST_000618,Porto Alegre,SE,60650
CUST_000619,Manaus,RJ,23829
CUST_000620,Curitiba,RS,13086
CUST_000621,Salvador,SP,12590
CUST_000622,Sao Paulo,SC,49893
CUST_000623,Manaus,SP,83396
CUST_000624,Sao Paulo,PE,48176
CUST_000625,Porto Alegre,MG,77484
CUST_000626,Curitiba,PA,36295
CUST_000627,Belo Horizonte,AL,48131
CUST_000628,Salvador,ES,54893
CUST_000629,Rio de Janeiro,PB,21924
CUST_000630,Belo Horizonte,CE,20851
CUST_000631,Porto Alegre,BA,17734
CUST_000632,Manaus,MA,52681
CUST_000633,Rio de Janeiro,MA,15293
CUST_000634,Recife,AL,63203
CUST_000635,Brasilia,RN,23820
CUST_000636,Rio de Janeiro,AM,77827
CUST_000637,Porto Alegre,SC,57163
CUST_000638,Fortaleza,CE,22391
CUST_000639,Brasilia,SC,51970
CUST_000640,Sao Paulo,PR,56823
CUST_000641,Salvador,PA,40796
CUST_000642,Sao Paulo,PB,93127
CUST_000643,Rio de Janeiro,RN,46389
CUST_000644,Sao Paulo,MG,13352
CUST_000645,Porto Alegre,SE,93598
CUST_000646,Recife,ES,38172
CUST_000647,Manaus,PR,20937
CUST_000648,Salvador,MT,90138
CUST_000649,Sao Paulo,AL,98672
CUST_000650,Sao Paulo,PA,76481
CUST_000651,Rio de Janeiro,PR,95348
CUST_000652,Manaus,BA,83509
CUST_000653,Belo Horizonte,SC,33552
CUST_000654,Sao Paulo,CE,24118
CUST_000655,Porto Alegre,PB,21290
CUST_000656,Fortaleza,GO,35123
CUST_000657,Salvador,PE,91919
CUST_000658,Sao Paulo,RS,69551
CUST_000659,Porto Alegre,GO,62136
CUST_000660,Porto Alegre,SC,73886
CUST_000661,Salvador,ES,85902
CUST_000662,Belo Horizonte,MG,77333
CUST_000663,Porto Alegre,MA,54016
CUST_000664,Fortaleza,AM,31427
CUST_000665,Porto Alegre,PE,12257
CUST_000666,Porto Alegre,PR,77733
CUST_000667,Porto Alegre,CE,18222
CUST_000668,Recife,ES,35187
CUST_000669,Recife,MS,89688
CUST_000670,Belo Horizonte,RS,30781
CUST_000671,Sao Paulo,SE,21004
CUST_000672,Porto Alegre,RJ,67600
CUST_000673,Manaus,PA,35515
CUST_000674,Sao Paulo,SP,90952
CUST_000675,Belo Horizonte,SE,81688
CUST_000676,Curitiba,PR,82708
CUST_000677,Sao Paulo,BA,13185
CUST_000678,Sao Paulo,AM,64476
CUST_000679,Brasilia,GO,41212
CUST_000680,Rio de Janeiro,SC,84697
CUST_000681,Brasilia,RS,58533
CUST_000682,Fortaleza,BA,93003
CUST_000683,Recife,PB,97125
CUST_000684,Recife,SE,47630
CUST_000685,Rio de Janeiro,ES,78606
CUST_000686,Salvador,MS,84099
CUST_000687,Salvador,PA,26585
CUST_000688,Belo Horizonte,PA,59240
CUST_000689,Rio de Janeiro,PB,24772
CUST_000690,Sao Paulo,ES,89991
CUST_000691,Salvador,MT,81835
CUST_000692,Porto Alegre,AM,85724
CUST_000693,Manaus,MA,97091
CUST_000694,Sao Paulo,ES,27938
CUST_000695,Fortaleza,MS,31983
CUST_000696,Porto Alegre,CE,22874
CUST_000697,Porto Alegre,PA,70896
CUST_000698,Rio de Janeiro,PB,56209
CUST_000699,Belo Horizonte,ES,42822
CUST_000700,Fortaleza,CE,30750
CUST_000701,Salvador,RS,52083
