order_id,payment_value,payment_type,payment_installments
ORD_0000184,64.62,credit_card,10
ORD_0000185,4176.3099999999995,credit_card,1
ORD_0000186,36.92,credit_card,6
ORD_0000187,21.72,boleto,3
ORD_0000188,133.55,voucher,2
ORD_0000189,669.48,boleto,6
ORD_0000190,2501.87,boleto,1
ORD_0000191,632.37,boleto,3
ORD_0000192,57.6,boleto,2
ORD_0000193,357.78,credit_card,12
ORD_0000194,2102.94,debit_card,3
ORD_0000195,147.36,credit_card,2
ORD_0000196,281.96,boleto,1
ORD_0000197,1064.57,credit_card,3
ORD_0000198,5111.7300000000005,credit_card,10
ORD_0000199,596.7,voucher,2
ORD_0000200,917.5899999999999,voucher,3
ORD_0000201,1150.52,debit_card,1
ORD_0000202,380.44000000000005,credit_card,6
ORD_0000203,1326.18,boleto,2
ORD_0000204,962.18,credit_card,10
ORD_0000205,619.7,credit_card,6
ORD_0000206,713.12,credit_card,6
ORD_0000207,263.18,credit_card,1
ORD_0000208,126.58,credit_card,2
ORD_0000209,2429.2400000000002,boleto,1
ORD_0000210,1345.96,credit_card,6
ORD_0000211,5474.84,credit_card,1
ORD_0000212,1120.57,debit_card,1
ORD_0000213,2299.8,credit_card,1
ORD_0000214,2333.85,credit_card,3
ORD_0000215,303.03,credit_card,6
ORD_0000216,995.91,boleto,1
ORD_0000217,326.36,credit_card,10
ORD_0000218,131.05,voucher,1
ORD_0000219,1292.28,boleto,1
ORD_0000220,1126.12,voucher,3
ORD_0000221,510.8,boleto,1
ORD_0000222,410.67,credit_card,12
ORD_0000223,1431.31,voucher,1
ORD_0000224,598.19,boleto,10
ORD_0000225,720.52,credit_card,1
ORD_0000226,91.48,credit_card,1
ORD_0000227,385.7,boleto,1
ORD_0000228,181.47,credit_card,10
ORD_0000229,178.25,credit_card,3
ORD_0000230,3481.63,credit_card,2
ORD_0000231,254.24,credit_card,6
ORD_0000232,257.25,credit_card,2
ORD_0000233,2177.32,credit_card,1
ORD_0000234,1404.85,credit_card,2
ORD_0000235,1806.3700000000001,credit_card,1
ORD_0000236,959.42,debit_card,2
ORD_0000237,94.11,boleto,1
ORD_0000238,365.16,credit_card,3
ORD_0000239,353.93,credit_card,10
ORD_0000240,1027.01,credit_card,10
ORD_0000241,121.55,credit_card,3
ORD_0000242,5801.28,debit_card,2
ORD_0000243,266.11,credit_card,6
ORD_0000244,81.73,credit_card,1
ORD_0000245,785.54,boleto,6
ORD_0000246,50.17,boleto,10
ORD_0000247,66.73,debit_card,1
ORD_0000248,238.01,credit_card,3
ORD_0000249,2880.9,debit_card,2
ORD_0000250,125.06,boleto,6
ORD_0000251,301.16,boleto,1
ORD_0000252,206.69,credit_card,1
ORD_0000253,1303.83,debit_card,10
ORD_0000254,168.58,credit_card,1
ORD_0000255,240.65,credit_card,1
ORD_0000256,693.44,credit_card,6
ORD_0000257,446.87,boleto,6
ORD_0000258,99.61,boleto,2
ORD_0000259,31.08,credit_card,3
ORD_0000260,555.5,voucher,1
ORD_0000261,328.0,credit_card,10
ORD_0000262,353.62,voucher,3
ORD_0000263,232.97,voucher,2
ORD_0000264,232.2,boleto,3
ORD_0000265,356.88,debit_card,2
ORD_0000266,168.85,voucher,2
ORD_0000267,2706.5,credit_card,2
ORD_0000268,437.86,boleto,1
ORD_0000269,574.38,credit_card,1
ORD_0000270,2750.2700000000004,credit_card,1
ORD_0000271,125.06,credit_card,1
ORD_0000272,720.94,credit_card,3
ORD_0000273,496.69,boleto,1
ORD_0000274,247.14,credit_card,1
ORD_0000275,1606.38,boleto,2
ORD_0000276,2460.06,credit_card,2
ORD_0000277,34.5,boleto,1
ORD_0000278,657.26,boleto,1
ORD_0000279,332.71999999999997,credit_card,6
ORD_0000280,3773.25,debit_card,10
ORD_0000281,122.25,credit_card,1
ORD_0000282,248.33,credit_card,1
ORD_0000283,92.12,boleto,1
ORD_0000284,984.5,credit_card,1
ORD_0000285,1486.63,boleto,1
ORD_0000286,511.03999999999996,voucher,10
ORD_0000287,397.93,credit_card,3
ORD_0000288,479.98,voucher,1
ORD_0000289,93.55,credit_card,6
ORD_0000290,97.37,credit_card,2
ORD_0000291,314.38,boleto,1
ORD_0000292,931.05,voucher,1
ORD_0000293,66.94,credit_card,2
ORD_0000294,2012.46,credit_card,6
ORD_0000295,114.6,voucher,6
ORD_0000296,105.76,credit_card,6
ORD_0000297,470.24,credit_card,2
ORD_0000298,1556.1,credit_card,1
ORD_0000299,1568.9,credit_card,1
ORD_0000300,3323.43,voucher,6
ORD_0000301,28.06,credit_card,10
ORD_0000302,2112.39,boleto,6
ORD_0000303,3438.5,credit_card,1
ORD_0000304,95.23,credit_card,2
ORD_0000305,286.23,debit_card,1
ORD_0000306,2355.92,debit_card,1
ORD_0000307,95.09,boleto,1
ORD_0000308,504.12,credit_card,6
ORD_0000309,29.69,boleto,10
ORD_0000310,616.51,debit_card,1
ORD_0000311,393.23,credit_card,2
ORD_0000312,827.28,credit_card,12
ORD_0000313,1215.69,credit_card,1
ORD_0000314,811.3,credit_card,1
ORD_0000315,152.98,credit_card,1
ORD_0000316,2022.43,credit_card,2
ORD_0000317,191.18,credit_card,3
ORD_0000318,979.77,debit_card,1
ORD_0000319,1427.3899999999999,debit_card,1
ORD_0000320,457.22,boleto,1
ORD_0000321,368.41,credit_card,1
ORD_0000322,1668.78,credit_card,1
ORD_0000323,553.45,credit_card,1
ORD_0000324,320.26,credit_card,1
ORD_0000325,170.9,credit_card,1
ORD_0000326,2026.09,boleto,3
ORD_0000327,1143.04,boleto,6
ORD_0000328,2116.2,credit_card,1
ORD_0000329,1636.47,credit_card,1
ORD_0000330,142.83,debit_card,10
ORD_0000331,1984.4,debit_card,1
ORD_0000332,2359.26,boleto,10
ORD_0000333,548.02,credit_card,2
ORD_0000334,1419.6100000000001,credit_card,10
ORD_0000335,2450.41,credit_card,12
ORD_0000336,633.42,debit_card,6
ORD_0000337,3006.1099999999997,credit_card,6
ORD_0000338,423.83,credit_card,2
ORD_0000339,2194.22,debit_card,10
ORD_0000340,258.95,credit_card,2
ORD_0000341,223.56,credit_card,1
ORD_0000342,561.3299999999999,credit_card,2
ORD_0000343,2328.82,credit_card,3
ORD_0000344,1363.5500000000002,credit_card,12
ORD_0000345,240.49,credit_card,6
ORD_0000346,366.08,boleto,1
ORD_0000347,64.0,debit_card,6
ORD_0000348,426.96,credit_card,6
ORD_0000349,280.54,boleto,12
ORD_0000350,758.5699999999999,boleto,1
ORD_0000351,50.66,credit_card,10
ORD_0000352,147.6,boleto,1
ORD_0000353,546.38,boleto,10
ORD_0000354,78.77,credit_card,2
ORD_0000355,70.28,debit_card,1
ORD_0000356,349.54,credit_card,3
ORD_0000357,860.6200000000001,debit_card,3
ORD_0000358,38.81,boleto,1
ORD_0000359,64.38,boleto,12
ORD_0000360,2074.04,credit_card,6
ORD_0000361,547.07,credit_card,2
ORD_0000362,224.72,boleto,12
ORD_0000363,232.71,credit_card,3
ORD_0000364,253.04999999999998,voucher,1
ORD_0000365,1133.48,credit_card,6
ORD_0000366,2544.19,boleto,1
ORD_0000367,1279.54,credit_card,1
ORD_0000368,1565.8,boleto,1
ORD_0000369,452.6,credit_card,2
ORD_0000370,103.0,boleto,3
ORD_0000371,26.55,debit_card,1
ORD_0000372,787.23,boleto,6
ORD_0000373,416.77,credit_card,6
ORD_0000374,145.85,boleto,3
ORD_0000375,686.57,credit_card,1
ORD_0000376,1358.24,credit_card,2
ORD_0000377,49.78,credit_card,3
ORD_0000378,749.0500000000001,credit_card,3
ORD_0000379,332.76,credit_card,3
ORD_0000380,116.03,boleto,1
ORD_0000381,1328.6799999999998,boleto,1
ORD_0000382,1048.74,credit_card,6
ORD_0000383,2055.6,boleto,6
ORD_0000384,57.42,debit_card,6
ORD_0000385,1051.56,debit_card,2
ORD_0000386,289.92,credit_card,2
ORD_0000387,668.27,boleto,1
ORD_0000388,332.99,boleto,6
ORD_0000389,780.43,boleto,1
ORD_0000390,48.14,credit_card,3
ORD_0000391,182.18,boleto,6
ORD_0000392,1325.06,debit_card,1
ORD_0000393,23.32,debit_card,1
ORD_0000394,117.56,boleto,1
ORD_0000395,3290.8,credit_card,1
ORD_0000396,703.72,credit_card,1
ORD_0000397,2158.7,credit_card,6
ORD_0000398,2161.1,boleto,10
ORD_0000399,577.89,credit_card,6
ORD_0000400,589.84,credit_card,10
ORD_0000401,291.92,debit_card,1
ORD_0000402,2075.15,debit_card,1
ORD_0000403,1583.8799999999999,boleto,1
ORD_0000404,1440.4699999999998,credit_card,10
ORD_0000405,191.2,credit_card,1
ORD_0000406,249.96,credit_card,3
ORD_0000407,1265.14,debit_card,1
ORD_0000408,140.38,credit_card,1
ORD_0000409,32.57,credit_card,1
ORD_0000410,244.5,credit_card,6
ORD_0000411,359.23,credit_card,2
ORD_0000412,2991.86,boleto,1
ORD_0000413,949.25,boleto,6
ORD_0000414,528.47,boleto,10
ORD_0000415,2581.05,credit_card,1
ORD_0000416,1975.33,credit_card,2
ORD_0000417,25.09,boleto,6
ORD_0000418,147.34,boleto,10
ORD_0000419,2434.77,voucher,10
ORD_0000420,61.8,credit_card,1
ORD_0000421,299.9,boleto,3
ORD_0000422,1167.0,credit_card,2
ORD_0000423,895.16,boleto,12
ORD_0000424,316.17,credit_card,1
ORD_0000425,399.47,credit_card,2
ORD_0000426,517.9300000000001,debit_card,3
ORD_0000427,851.2,credit_card,1
ORD_0000428,316.89,boleto,3
ORD_0000429,563.8199999999999,credit_card,2
ORD_0000430,2139.85,debit_card,10
ORD_0000431,54.01,credit_card,2
ORD_0000432,167.23,credit_card,3
ORD_0000433,32.37,credit_card,3
ORD_0000434,61.96,credit_card,10
ORD_0000435,192.2,credit_card,3
ORD_0000436,128.85,credit_card,1
ORD_0000437,1388.09,credit_card,12
ORD_0000438,64.09,credit_card,3
ORD_0000439,2605.95,boleto,1
ORD_0000440,623.24,boleto,10
ORD_0000441,1821.3000000000002,debit_card,10
ORD_0000442,132.61,voucher,2
ORD_0000443,646.68,credit_card,1
ORD_0000444,249.84,debit_card,1
ORD_0000445,360.97,credit_card,3
ORD_0000446,2459.45,credit_card,1
ORD_0000447,282.08,credit_card,1
ORD_0000448,228.27,credit_card,1
ORD_0000449,122.33,credit_card,6
ORD_0000450,299.06,voucher,10
ORD_0000451,114.83,credit_card,2
ORD_0000452,398.12,credit_card,10
ORD_0000453,260.84,boleto,6
ORD_0000454,357.87,credit_card,1
ORD_0000455,1933.17,boleto,1
ORD_0000456,252.83,credit_card,1
ORD_0000457,941.97,debit_card,3
ORD_0000458,2203.48,credit_card,6
ORD_0000459,323.97,debit_card,1
ORD_0000460,591.33,credit_card,1
ORD_0000461,461.87,debit_card,1
ORD_0000462,178.05,boleto,1
ORD_0000463,94.32,voucher,10
ORD_0000464,304.4,credit_card,2
ORD_0000465,1309.55,credit_card,1
ORD_0000466,2109.08,debit_card,3
ORD_0000467,401.49,credit_card,1
ORD_0000468,947.44,debit_card,12
ORD_0000469,159.57,voucher,3
ORD_0000470,128.09,boleto,1
ORD_0000471,112.82,credit_card,1
ORD_0000472,683.2700000000001,voucher,1
ORD_0000473,1373.5700000000002,credit_card,3
ORD_0000474,123.68,credit_card,1
ORD_0000475,1205.5,credit_card,3
ORD_0000476,74.84,credit_card,1
ORD_0000477,599.8199999999999,credit_card,3
ORD_0000478,717.73,credit_card,6
ORD_0000479,376.41,credit_card,3
ORD_0000480,159.13,boleto,1
ORD_0000481,183.61,credit_card,1
ORD_0000482,143.1,credit_card,1
ORD_0000483,182.94,credit_card,1
ORD_0000484,454.27,credit_card,6
ORD_0000485,93.86,boleto,2
ORD_0000486,466.96999999999997,boleto,1
ORD_0000487,665.84,boleto,6
ORD_0000488,1144.26,debit_card,1
ORD_0000489,1166.07,debit_card,1
ORD_0000490,2074.06,credit_card,3
ORD_0000491,1681.4899999999998,credit_card,2
ORD_0000492,471.54999999999995,credit_card,10
ORD_0000493,177.9,credit_card,2
ORD_0000494,167.09,debit_card,2
ORD_0000495,877.4,debit_card,3
ORD_0000496,149.79,boleto,12
ORD_0000497,3044.13,credit_card,2
ORD_0000498,1482.4,credit_card,3
ORD_0000499,74.72,credit_card,1
ORD_0000500,1386.4399999999998,credit_card,1
ORD_0000501,396.46,credit_card,3
ORD_0000502,48.62,debit_card,10
ORD_0000503,947.0,boleto,3
ORD_0000504,322.13,credit_card,1
ORD_0000505,123.78,boleto,1
ORD_0000506,79.67,credit_card,1
ORD_0000507,401.65999999999997,credit_card,10
ORD_0000508,2461.49,credit_card,12
ORD_0000509,203.31,credit_card,2
ORD_0000510,232.86,credit_card,2
ORD_0000511,505.36,boleto,2
ORD_0000512,259.41,credit_card,1
ORD_0000513,755.3,credit_card,3
ORD_0000514,42.54,debit_card,2
ORD_0000515,20.63,debit_card,1
ORD_0000516,1932.57,credit_card,1
ORD_0000517,108.35,debit_card,6
ORD_0000518,1032.03,credit_card,3
ORD_0000519,1174.18,boleto,1
ORD_0000520,489.04,credit_card,1
ORD_0000521,592.81,credit_card,3
ORD_0000522,866.22,credit_card,12
ORD_0000523,37.06,debit_card,3
ORD_0000524,226.91,credit_card,2
ORD_0000525,1494.8,credit_card,6
ORD_0000526,63.46,credit_card,1
ORD_0000527,781.71,credit_card,10
ORD_0000528,56.09,credit_card,1
ORD_0000529,1727.14,credit_card,12
ORD_0000530,112.18,debit_card,2
ORD_0000531,1404.44,credit_card,3
ORD_0000532,108.75,credit_card,2
ORD_0000533,508.19,credit_card,10
ORD_0000534,2519.94,debit_card,12
ORD_0000535,100.57,credit_card,6
ORD_0000536,131.4,credit_card,2
ORD_0000537,2845.31,credit_card,1
ORD_0000538,2168.07,voucher,10
ORD_0000539,1822.26,credit_card,3
ORD_0000540,51.59,credit_card,10
ORD_0000541,3368.27,credit_card,6
ORD_0000542,2862.2,credit_card,10
ORD_0000543,16.35,boleto,3
ORD_0000544,1449.9099999999999,voucher,3
ORD_0000545,681.87,debit_card,6
ORD_0000546,71.88,credit_card,12
ORD_0000547,1968.13,boleto,10
ORD_0000548,1775.9299999999998,credit_card,1
ORD_0000549,1166.29,credit_card,3
ORD_0000550,2416.31,credit_card,3
ORD_0000551,218.56,voucher,1
ORD_0000552,29.2,debit_card,10
ORD_0000553,118.86,credit_card,2
ORD_0000554,838.3,debit_card,1
ORD_0000555,148.69,credit_card,2
ORD_0000556,758.51,boleto,1
ORD_0000557,233.66,credit_card,10
ORD_0000558,295.09,debit_card,2
ORD_0000559,2284.05,credit_card,1
ORD_0000560,188.16,credit_card,1
ORD_0000561,452.65999999999997,credit_card,6
ORD_0000562,280.1,debit_card,1
ORD_0000563,203.66,boleto,2
ORD_0000564,282.34,credit_card,1
ORD_0000565,2527.34,credit_card,1
ORD_0000566,2093.96,debit_card,2
ORD_0000567,1125.96,debit_card,3
ORD_0000568,1698.81,credit_card,1
ORD_0000569,577.73,credit_card,3
ORD_0000570,379.13,credit_card,1
ORD_0000571,1964.96,credit_card,1
ORD_0000572,1628.77,credit_card,2
ORD_0000573,245.29,credit_card,1
ORD_0000574,1347.01,credit_card,3
ORD_0000575,175.75,credit_card,3
ORD_0000576,324.03,credit_card,3
ORD_0000577,198.14999999999998,voucher,6
ORD_0000578,134.8,credit_card,2
ORD_0000579,2133.8199999999997,credit_card,10
ORD_0000580,143.35,credit_card,1
ORD_0000581,174.16,credit_card,1
ORD_0000582,71.71,credit_card,1
ORD_0000583,2181.08,debit_card,2
ORD_0000584,35.92,debit_card,1
ORD_0000585,227.58,credit_card,2
ORD_0000586,223.96,voucher,12
ORD_0000587,338.99,credit_card,1
ORD_0000588,646.03,credit_card,6
ORD_0000589,295.85,debit_card,3
ORD_0000590,375.53,boleto,1
ORD_0000591,164.85,credit_card,2
ORD_0000592,100.26,credit_card,1
ORD_0000593,201.51,voucher,1
ORD_0000594,1317.31,voucher,10
ORD_0000595,497.75,credit_card,1
ORD_0000596,1411.18,boleto,1
ORD_0000597,182.04999999999998,credit_card,6
ORD_0000598,2223.19,credit_card,12
ORD_0000599,222.17,voucher,3
ORD_0000600,481.71,boleto,1
ORD_0000601,2273.44,credit_card,10
ORD_0000602,345.22,boleto,1
ORD_0000603,164.13,boleto,6
ORD_0000604,320.32,boleto,1
ORD_0000605,80.0,credit_card,3
ORD_0000606,101.15,credit_card,1
ORD_0000607,778.96,credit_card,2
ORD_0000608,2094.19,debit_card,1
ORD_0000609,561.81,debit_card,1
ORD_0000610,136.47,credit_card,3
ORD_0000611,264.93,credit_card,1
ORD_0000612,62.57,credit_card,10
ORD_0000613,249.57999999999998,boleto,1
ORD_0000614,573.1099999999999,credit_card,1
ORD_0000615,303.64,boleto,12
ORD_0000616,99.58,voucher,1
ORD_0000617,494.75,credit_card,6
ORD_0000618,172.57,debit_card,10
ORD_0000619,302.89,credit_card,3
ORD_0000620,80.16,credit_card,6
ORD_0000621,2439.2,boleto,1
ORD_0000622,987.26,credit_card,1
ORD_0000623,516.6,debit_card,1
ORD_0000624,3439.67,credit_card,1
ORD_0000625,180.59,credit_card,1
ORD_0000626,62.95,boleto,1
ORD_0000627,724.52,credit_card,6
ORD_0000628,274.87,boleto,2
ORD_0000629,613.61,credit_card,1
ORD_0000630,1245.35,credit_card,2
ORD_0000631,363.08,boleto,2
ORD_0000632,2438.47,credit_card,1
ORD_0000633,71.02,credit_card,3
ORD_0000634,2439.17,debit_card,1
ORD_0000635,408.52,credit_card,3
ORD_0000636,152.03,boleto,10
ORD_0000637,2426.7,credit_card,1
ORD_0000638,2316.1400000000003,credit_card,3
ORD_0000639,3270.86,credit_card,3
ORD_0000640,2922.03,debit_card,1
ORD_0000641,1221.22,boleto,1
ORD_0000642,100.38,credit_card,1
ORD_0000643,246.66,credit_card,2
ORD_0000644,722.83,credit_card,6
ORD_0000645,997.73,credit_card,6
ORD_0000646,63.01,credit_card,1
ORD_0000647,741.35,credit_card,3
ORD_0000648,264.78999999999996,credit_card,1
ORD_0000649,632.99,boleto,3
ORD_0000650,865.78,credit_card,6
ORD_0000651,254.62,credit_card,3
ORD_0000652,434.4,credit_card,3
ORD_0000653,39.81,credit_card,1
ORD_0000654,1862.11,credit_card,1
ORD_0000655,497.25,boleto,2
ORD_0000656,1837.44,credit_card,3
ORD_0000657,477.59,boleto,6
ORD_0000658,678.35,debit_card,2
ORD_0000659,973.4499999999999,boleto,6
ORD_0000660,1471.6200000000001,boleto,2
ORD_0000661,684.54,credit_card,1
ORD_0000662,408.48,debit_card,1
ORD_0000663,2010.05,credit_card,1
ORD_0000664,337.17,credit_card,2
ORD_0000665,149.54,credit_card,1
ORD_0000666,961.66,credit_card,6
ORD_0000667,25.52,boleto,3
ORD_0000668,479.71,boleto,1
ORD_0000669,1486.9,voucher,1
ORD_0000670,1994.77,credit_card,1
ORD_0000671,288.37,credit_card,6
ORD_0000672,844.72,boleto,1
ORD_0000673,1573.0,credit_card,1
ORD_0000674,1505.0700000000002,voucher,1
ORD_0000675,550.02,boleto,12
ORD_0000676,1237.41,credit_card,6
ORD_0000677,261.72,credit_card,10
ORD_0000678,1027.79,credit_card,2
ORD_0000679,2804.72,credit_card,1
ORD_0000680,195.42,boleto,3
ORD_0000681,2741.57,boleto,1
ORD_0000682,1230.47,voucher,12
ORD_0000683,414.87,boleto,3
ORD_0000684,808.39,debit_card,6
ORD_0000685,2885.92,credit_card,1
ORD_0000686,143.38,boleto,1
ORD_0000687,540.52,credit_card,6
ORD_0000688,112.77,boleto,6
ORD_0000689,1279.33,credit_card,1
ORD_0000690,379.53,credit_card,1
ORD_0000691,885.52,debit_card,3
ORD_0000692,631.56,credit_card,1
ORD_0000693,296.84,credit_card,10
ORD_0000694,72.44,credit_card,3
ORD_0000695,35.65,credit_card,1
ORD_0000696,1333.01,credit_card,6
ORD_0000697,97.85,voucher,6
ORD_0000698,2927.58,credit_card,2
ORD_0000699,3133.62,credit_card,3
ORD_0000700,510.2,credit_card,10
ORD_0000701,355.22,credit_card,3
ORD_0000702,294.45,debit_card,2
ORD_0000703,138.11,credit_card,10
ORD_0000704,260.09,boleto,2
ORD_0000705,337.53,credit_card,2
ORD_0000706,2279.28,credit_card,2
ORD_0000707,110.67,credit_card,10
ORD_0000708,59.22,credit_card,1
ORD_0000709,1822.0,credit_card,3
ORD_0000710,82.2,credit_card,3
ORD_0000711,1103.33,boleto,1
ORD_0000712,2659.93,credit_card,3
ORD_0000713,387.89,credit_card,1
ORD_0000714,578.39,credit_card,3
ORD_0000715,62.67,credit_card,1
ORD_0000716,1212.08,credit_card,3
ORD_0000717,58.67,credit_card,12
ORD_0000718,512.77,boleto,2
ORD_0000719,152.03,boleto,1
ORD_0000720,296.73,boleto,6
