review_id,order_id,review_score
REV_0000368,ORD_0027011,5
REV_0000369,ORD_0057094,3
REV_0000370,ORD_0071562,5
REV_0000371,ORD_0054588,4
REV_0000372,ORD_0089110,5
REV_0000373,ORD_0009001,5
REV_0000374,ORD_0096676,5
REV_0000375,ORD_0069091,5
REV_0000376,ORD_0019996,4
REV_0000377,ORD_0060694,3
REV_0000378,ORD_0017042,4
REV_0000379,ORD_0003694,5
REV_0000380,ORD_0075019,5
REV_0000381,ORD_0003736,5
REV_0000382,ORD_0035264,5
REV_0000383,ORD_0045938,4
REV_0000384,ORD_0029151,4
REV_0000385,ORD_0061683,4
REV_0000386,ORD_0050249,5
REV_0000387,ORD_0062998,4
REV_0000388,ORD_0076256,2
REV_0000389,ORD_0074049,1
REV_0000390,ORD_0045530,5
REV_0000391,ORD_0062833,4
REV_0000392,ORD_0096698,5
REV_0000393,ORD_0058977,5
REV_0000394,ORD_0052905,4
REV_0000395,ORD_0041247,5
REV_0000396,ORD_0009860,4
REV_0000397,ORD_0069104,5
REV_0000398,ORD_0028114,5
REV_0000399,ORD_0047175,5
REV_0000400,ORD_0035631,4
REV_0000401,ORD_0063298,4
REV_0000402,ORD_0034298,5
REV_0000403,ORD_0019626,5
REV_0000404,ORD_0007701,4
REV_0000405,ORD_0082170,4
REV_0000406,ORD_0076255,4
REV_0000407,ORD_0063337,4
REV_0000408,ORD_0091250,5
REV_0000409,ORD_0067766,4
REV_0000410,ORD_0041537,5
REV_0000411,ORD_0022469,3
REV_0000412,ORD_0022735,4
REV_0000413,ORD_0072704,5
REV_0000414,ORD_0066979,5
REV_0000415,ORD_0015379,4
REV_0000416,ORD_0008563,2
REV_0000417,ORD_0059962,3
REV_0000418,ORD_0043843,3
REV_0000419,ORD_0047217,5
REV_0000420,ORD_0057277,5
REV_0000421,ORD_0090603,4
REV_0000422,ORD_0031349,5
REV_0000423,ORD_0013772,3
REV_0000424,ORD_0055721,5
REV_0000425,ORD_0025654,5
REV_0000426,ORD_0041943,3
REV_0000427,ORD_0083594,5
REV_0000428,ORD_0079388,4
REV_0000429,ORD_0086855,5
REV_0000430,ORD_0080400,5
REV_0000431,ORD_0018954,5
REV_0000432,ORD_0000857,3
REV_0000433,ORD_0042115,4
REV_0000434,ORD_0028968,4
REV_0000435,ORD_0015832,4
REV_0000436,ORD_0028877,5
REV_0000437,ORD_0047186,1
REV_0000438,ORD_0099627,5
REV_0000439,ORD_0037754,5
REV_0000440,ORD_0065581,5
REV_0000441,ORD_0055348,2
REV_0000442,ORD_0000554,3
REV_0000443,ORD_0099436,4
REV_0000444,ORD_0037689,5
REV_0000445,ORD_0019662,5
REV_0000446,ORD_0053174,5
REV_0000447,ORD_0040215,1
REV_0000448,ORD_0073095,5
REV_0000449,ORD_0041613,5
REV_0000450,ORD_0002194,1
REV_0000451,ORD_0096149,5
REV_0000452,ORD_0077372,5
REV_0000453,ORD_0059361,2
REV_0000454,ORD_0016625,5
REV_0000455,ORD_0023069,4
REV_0000456,ORD_0050061,5
REV_0000457,ORD_0045129,2
REV_0000458,ORD_0031581,5
REV_0000459,ORD_0062269,5
REV_0000460,ORD_0096328,5
REV_0000461,ORD_0015569,4
REV_0000462,ORD_0052625,5
REV_0000463,ORD_0033634,5
REV_0000464,ORD_0055087,5
REV_0000465,ORD_0072973,5
REV_0000466,ORD_0019334,5
REV_0000467,ORD_0027308,2
REV_0000468,ORD_0029076,4
REV_0000469,ORD_0055886,2
REV_0000470,ORD_0029589,2
REV_0000471,ORD_0069744,5
REV_0000472,ORD_0028661,4
REV_0000473,ORD_0089610,4
REV_0000474,ORD_0084208,4
REV_0000475,ORD_0085501,3
REV_0000476,ORD_0089594,3
REV_0000477,ORD_0082067,5
REV_0000478,ORD_0048178,3
REV_0000479,ORD_0084915,4
REV_0000480,ORD_0013503,5
REV_0000481,ORD_0032694,4
REV_0000482,ORD_0034553,3
REV_0000483,ORD_0056995,5
REV_0000484,ORD_0089242,5
REV_0000485,ORD_0093589,2
REV_0000486,ORD_0086992,5
REV_0000487,ORD_0030954,4
REV_0000488,ORD_0072708,5
REV_0000489,ORD_0089469,4
REV_0000490,ORD_0084776,3
REV_0000491,ORD_0036160,2
REV_0000492,ORD_0002566,5
REV_0000493,ORD_0064383,3
REV_0000494,ORD_0018321,1
REV_0000495,ORD_0018717,2
REV_0000496,ORD_0019719,5
REV_0000497,ORD_0016939,5
REV_0000498,ORD_0047394,5
REV_0000499,ORD_0025824,4
REV_0000500,ORD_0002158,5
REV_0000501,ORD_0028914,4
REV_0000502,ORD_0041002,5
REV_0000503,ORD_0046398,4
REV_0000504,ORD_0036238,5
REV_0000505,ORD_0026134,4
REV_0000506,ORD_0022486,2
REV_0000507,ORD_0054193,4
REV_0000508,ORD_0099933,5
REV_0000509,ORD_0085139,4
REV_0000510,ORD_0022733,5
REV_0000511,ORD_0044219,5
REV_0000512,ORD_0090452,4
REV_0000513,ORD_0001378,4
REV_0000514,ORD_0049741,1
REV_0000515,ORD_0063998,5
REV_0000516,ORD_0023783,4
REV_0000517,ORD_0056989,1
REV_0000518,ORD_0098055,4
REV_0000519,ORD_0008021,5
REV_0000520,ORD_0083855,5
REV_0000521,ORD_0052271,4
REV_0000522,ORD_0041552,4
REV_0000523,ORD_0080131,1
REV_0000524,ORD_0034849,4
REV_0000525,ORD_0088967,4
REV_0000526,ORD_0074269,5
REV_0000527,ORD_0036607,4
REV_0000528,ORD_0011155,1
REV_0000529,ORD_0074637,4
REV_0000530,ORD_0062418,5
REV_0000531,ORD_0035807,5
REV_0000532,ORD_0008736,2
REV_0000533,ORD_0023790,5
REV_0000534,ORD_0074555,5
REV_0000535,ORD_0058273,5
REV_0000536,ORD_0051658,2
REV_0000537,ORD_0026869,5
REV_0000538,ORD_0033433,4
REV_0000539,ORD_0034848,5
REV_0000540,ORD_0040568,5
REV_0000541,ORD_0059951,5
REV_0000542,ORD_0060277,5
REV_0000543,ORD_0007119,1
REV_0000544,ORD_0048322,5
REV_0000545,ORD_0052802,5
REV_0000546,ORD_0014788,5
REV_0000547,ORD_0098673,5
REV_0000548,ORD_0039804,3
REV_0000549,ORD_0061029,5
REV_0000550,ORD_0003524,5
REV_0000551,ORD_0026452,4
REV_0000552,ORD_0093472,2
REV_0000553,ORD_0038426,3
REV_0000554,ORD_0075762,3
REV_0000555,ORD_0044064,5
REV_0000556,ORD_0045116,3
REV_0000557,ORD_0022808,5
REV_0000558,ORD_0039082,5
REV_0000559,ORD_0096264,4
REV_0000560,ORD_0014118,4
REV_0000561,ORD_0052011,5
REV_0000562,ORD_0093548,5
REV_0000563,ORD_0033042,5
REV_0000564,ORD_0079493,5
REV_0000565,ORD_0007810,4
REV_0000566,ORD_0047608,5
REV_0000567,ORD_0085381,5
REV_0000568,ORD_0033017,3
REV_0000569,ORD_0023872,4
REV_0000570,ORD_0065579,5
REV_0000571,ORD_0031200,4
REV_0000572,ORD_0049379,4
REV_0000573,ORD_0058909,5
REV_0000574,ORD_0032224,5
REV_0000575,ORD_0091303,4
REV_0000576,ORD_0043881,3
REV_0000577,ORD_0023238,4
REV_0000578,ORD_0021117,5
REV_0000579,ORD_0058569,5
REV_0000580,ORD_0072412,5
REV_0000581,ORD_0000746,4
REV_0000582,ORD_0046553,5
REV_0000583,ORD_0097093,3
REV_0000584,ORD_0080374,5
REV_0000585,ORD_0027159,5
REV_0000586,ORD_0051385,4
REV_0000587,ORD_0052945,4
REV_0000588,ORD_0031256,4
REV_0000589,ORD_0091996,4
REV_0000590,ORD_0098835,5
REV_0000591,ORD_0091998,4
REV_0000592,ORD_0050580,4
REV_0000593,ORD_0076607,4
REV_0000594,ORD_0099106,4
REV_0000595,ORD_0093242,5
REV_0000596,ORD_0044453,3
REV_0000597,ORD_0085495,5
REV_0000598,ORD_0068901,5
REV_0000599,ORD_0049764,5
REV_0000600,ORD_0011430,5
REV_0000601,ORD_0033703,2
REV_0000602,ORD_0066623,5
REV_0000603,ORD_0001240,5
REV_0000604,ORD_0045409,3
REV_0000605,ORD_0015962,4
REV_0000606,ORD_0019574,5
REV_0000607,ORD_0070293,5
REV_0000608,ORD_0067106,5
REV_0000609,ORD_0024949,2
REV_0000610,ORD_0091370,4
REV_0000611,ORD_0095380,4
REV_0000612,ORD_0026965,4
REV_0000613,ORD_0043979,1
REV_0000614,ORD_0022707,4
REV_0000615,ORD_0091353,4
REV_0000616,ORD_0009417,2
REV_0000617,ORD_0077959,5
REV_0000618,ORD_0056384,2
REV_0000619,ORD_0043869,2
REV_0000620,ORD_0064668,4
REV_0000621,ORD_0058628,5
REV_0000622,ORD_0079262,3
REV_0000623,ORD_0008878,5
REV_0000624,ORD_0068490,5
REV_0000625,ORD_0018733,5
REV_0000626,ORD_0016460,5
REV_0000627,ORD_0075004,5
REV_0000628,ORD_0037625,1
REV_0000629,ORD_0085623,4
REV_0000630,ORD_0093755,4
REV_0000631,ORD_0070048,4
REV_0000632,ORD_0074224,5
REV_0000633,ORD_0032604,1
REV_0000634,ORD_0016176,4
REV_0000635,ORD_0070225,1
REV_0000636,ORD_0062585,5
REV_0000637,ORD_0077901,5
REV_0000638,ORD_0032874,4
REV_0000639,ORD_0065009,5
REV_0000640,ORD_0028089,5
REV_0000641,ORD_0060445,3
REV_0000642,ORD_0015907,3
REV_0000643,ORD_0074460,3
REV_0000644,ORD_0091479,4
REV_0000645,ORD_0014005,5
REV_0000646,ORD_0075853,5
REV_0000647,ORD_0033026,4
REV_0000648,ORD_0021664,4
REV_0000649,ORD_0021480,4
REV_0000650,ORD_0069652,1
REV_0000651,ORD_0095941,3
REV_0000652,ORD_0091197,5
REV_0000653,ORD_0077847,4
REV_0000654,ORD_0044684,5
REV_0000655,ORD_0085852,5
REV_0000656,ORD_0018225,5
REV_0000657,ORD_0018728,1
REV_0000658,ORD_0050130,3
REV_0000659,ORD_0049827,5
REV_0000660,ORD_0067887,4
REV_0000661,ORD_0020455,1
REV_0000662,ORD_0017767,2
REV_0000663,ORD_0074430,5
REV_0000664,ORD_0093156,5
REV_0000665,ORD_0043322,1
REV_0000666,ORD_0080001,4
REV_0000667,ORD_0001989,4
REV_0000668,ORD_0038253,4
REV_0000669,ORD_0041947,4
REV_0000670,ORD_0099140,2
REV_0000671,ORD_0033267,4
REV_0000672,ORD_0045348,4
REV_0000673,ORD_0064940,5
REV_0000674,ORD_0070590,3
REV_0000675,ORD_0081215,3
REV_0000676,ORD_0090171,4
REV_0000677,ORD_0070177,4
REV_0000678,ORD_0092183,5
REV_0000679,ORD_0080122,4
REV_0000680,ORD_0048228,3
REV_0000681,ORD_0060870,5
REV_0000682,ORD_0008372,5
REV_0000683,ORD_0060384,3
REV_0000684,ORD_0021875,4
REV_0000685,ORD_0050198,5
REV_0000686,ORD_0042955,4
REV_0000687,ORD_0062261,1
REV_0000688,ORD_0066058,5
REV_0000689,ORD_0051796,5
REV_0000690,ORD_0051066,5
REV_0000691,ORD_0096093,5
REV_0000692,ORD_0097235,5
REV_0000693,ORD_0016128,4
REV_0000694,ORD_0065606,3
REV_0000695,ORD_0050660,4
REV_0000696,ORD_0065931,4
REV_0000697,ORD_0093279,4
REV_0000698,ORD_0029700,5
REV_0000699,ORD_0077642,5
REV_0000700,ORD_0040615,5
REV_0000701,ORD_0080937,5
REV_0000702,ORD_0056733,4
REV_0000703,ORD_0085873,2
REV_0000704,ORD_0050380,5
REV_0000705,ORD_0051200,5
REV_0000706,ORD_0038080,4
REV_0000707,ORD_0001677,4
REV_0000708,ORD_0096016,3
REV_0000709,ORD_0060775,5
REV_0000710,ORD_0049537,5
REV_0000711,ORD_0090007,5
REV_0000712,ORD_0084891,5
REV_0000713,ORD_0085190,4
REV_0000714,ORD_0036222,5
REV_0000715,ORD_0001702,5
REV_0000716,ORD_0088073,4
REV_0000717,ORD_0034723,5
REV_0000718,ORD_0068541,5
REV_0000719,ORD_0073978,4
REV_0000720,ORD_0084730,5
REV_0000721,ORD_0013864,5
REV_0000722,ORD_0018009,5
REV_0000723,ORD_0072173,4
REV_0000724,ORD_0042746,4
REV_0000725,ORD_0020174,5
REV_0000726,ORD_0025135,4
REV_0000727,ORD_0033309,3
REV_0000728,ORD_0015015,5
REV_0000729,ORD_0081884,2
REV_0000730,ORD_0010917,4
REV_0000731,ORD_0000378,3
REV_0000732,ORD_0036583,4
REV_0000733,ORD_0010755,5
REV_0000734,ORD_0064474,4
REV_0000735,ORD_0097995,3
REV_0000736,ORD_0026349,4
REV_0000737,ORD_0081666,3
REV_0000738,ORD_0068309,4
REV_0000739,ORD_0046726,5
REV_0000740,ORD_0039602,5
REV_0000741,ORD_0040630,3
REV_0000742,ORD_0033407,5
REV_0000743,ORD_0079248,2
REV_0000744,ORD_0032961,4
REV_0000745,ORD_0029325,5
REV_0000746,ORD_0009389,5
REV_0000747,ORD_0017820,4
REV_0000748,ORD_0030746,5
REV_0000749,ORD_0000246,2
REV_0000750,ORD_0020987,4
REV_0000751,ORD_0093923,5
REV_0000752,ORD_0086505,5
REV_0000753,ORD_0043606,5
REV_0000754,ORD_0059997,2
REV_0000755,ORD_0048942,3
REV_0000756,ORD_0002631,5
REV_0000757,ORD_0092598,4
REV_0000758,ORD_0070577,5
REV_0000759,ORD_0011256,4
REV_0000760,ORD_0017723,4
REV_0000761,ORD_0017154,5
REV_0000762,ORD_0053883,5
REV_0000763,ORD_0041693,4
REV_0000764,ORD_0089430,4
REV_0000765,ORD_0007201,1
REV_0000766,ORD_0052676,5
REV_0000767,ORD_0094929,1
REV_0000768,ORD_0077371,5
REV_0000769,ORD_0053611,3
REV_0000770,ORD_0004097,3
REV_0000771,ORD_0008271,5
REV_0000772,ORD_0011073,4
REV_0000773,ORD_0074692,5
REV_0000774,ORD_0096324,3
REV_0000775,ORD_0039604,4
REV_0000776,ORD_0058547,3
REV_0000777,ORD_0073003,4
REV_0000778,ORD_0038490,2
REV_0000779,ORD_0075371,4
REV_0000780,ORD_0027293,5
REV_0000781,ORD_0058213,2
REV_0000782,ORD_0048305,5
REV_0000783,ORD_0004471,5
REV_0000784,ORD_0095438,4
REV_0000785,ORD_0056927,4
REV_0000786,ORD_0025996,5
REV_0000787,ORD_0038390,4
REV_0000788,ORD_0016890,4
REV_0000789,ORD_0047061,5
REV_0000790,ORD_0095871,3
REV_0000791,ORD_0064852,5
REV_0000792,ORD_0062915,5
REV_0000793,ORD_0097023,5
REV_0000794,ORD_0067730,4
REV_0000795,ORD_0081133,4
REV_0000796,ORD_0053960,5
REV_0000797,ORD_0086750,2
REV_0000798,ORD_0082510,5
REV_0000799,ORD_0020652,5
REV_0000800,ORD_0097733,5
REV_0000801,ORD_0060734,1
REV_0000802,ORD_0048888,5
REV_0000803,ORD_0008897,5
REV_0000804,ORD_0023723,5
REV_0000805,ORD_0099564,4
REV_0000806,ORD_0063612,5
REV_0000807,ORD_0087897,3
REV_0000808,ORD_0054920,5
REV_0000809,ORD_0060595,5
REV_0000810,ORD_0044105,5
REV_0000811,ORD_0064471,5
REV_0000812,ORD_0024698,5
REV_0000813,ORD_0056812,5
REV_0000814,ORD_0090642,4
REV_0000815,ORD_0095331,5
REV_0000816,ORD_0032096,4
REV_0000817,ORD_0016650,2
REV_0000818,ORD_0065658,3
REV_0000819,ORD_0010587,5
REV_0000820,ORD_0021319,5
REV_0000821,ORD_0021197,5
